,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
22,haut-madrac-126784,Château Haut-Madrac,Haut-Médoc,2014,3.9,Haut-Médoc,haut-medoc,bordeaux
23,sillons,Château Les Grands Sillons,Cuvée Amodis Pomerol,2014,4.0,Pomerol,pomerol,bordeaux
24,saint-ange-139365,Château Saint Ange,Saint-Émilion Grand Cru,2015,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
0,pontac-lynch,Château Pontac Lynch,Margaux,2013,4.1,Margaux,margaux,bordeaux
1,domaine-gangloff,Domaine Yves Gangloff,La Sereine Noire Côte-Rôtie,2016,4.6,Côte-Rôtie,cote-rotie,rhone
2,fargues,Château de Fargues,Sauternes (Lur Saluces),2007,4.5,Sauternes,sauternes,bordeaux
3,daugay,Château Daugay,Saint-Émilion Grand Cru,2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
4,chateau-rocher-gardat,Château Rocher Gardat,Montagne-Saint-Émilion,2016,3.9,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
5,mouton-pere-et-fils,Domaine Mouton,Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
6,roc-de-levraut,Château Roc de Levraut,Bordeaux Supérieur,2018,4.0,Bordeaux Supérieur,bordeaux-superieur,bordeaux
7,chateau-peyredon-lagravette,Château Peyredon Lagravette,Haut-Médoc Rouge,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
8,chateau-simard,Château Simard,Saint-Émilion Grand Cru,2010,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,chateau-paloumey,Château Paloumey,Haut-Médoc,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
10,chateau-des-annereaux,Château des Annereaux,Lalande-de-Pomerol,2016,4.0,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
11,domaine-de-marzilly,Domaine de Marzilly,Ullens Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
12,pierre-henri-morel,Pierre Henri Morel,Châteauneuf-du-Pape,2010,3.8,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
13,fr-abbatucci,Abbatucci,BR,2012,3.8,Corsica,corsica,
14,clos-marie,Clos Marie,Metairies du Clos Vieilles Vignes Pic Saint Loup,2013,3.8,Pic-Saint-Loup,pic-saint-loup,languedoc-roussillon
15,au-pied-du-mont-chauve,Au Pied du Mont Chauve,Saint-Aubin 1er Cru 'Pitangerets' Rouge,2013,3.8,Saint-Aubin 1er Cru 'Pitangeret',saint-aubin-pitangeret,cote-de-beaune
16,rene-bouvier,René Bouvier,Monopole Marsannay 'Le Clos',2014,3.8,Marsannay,marsannay,bourgogne
17,domaine-long-depaquit,Domaine Long Depaquit,Chablis Grand Cru 'Moutonne' (Monopole),2012,4.2,Chablis Grand Cru 'La Moutonne',chablis-grand-cru-la-moutonne,bourgogne
18,domaine-long-depaquit,Domaine Long Depaquit,Chablis Premier Cru 'Les Beugnons',2014,4.1,Chablis 1er Cru 'Beugnons',chablis-beugnons,bourgogne
19,louis-latour,Louis Latour,Meursault-Blagny Premier Cru Château de Blagny,2014,4.0,Meursault 1er Cru 'Blagny',meursault-1er-cru-blagny,cote-de-beaune
20,m-chapoutier,M. Chapoutier,Saint-Joseph Les Granilites,2014,3.8,Saint-Joseph,saint-joseph,saint-joseph
21,chanson-pere-and-fils,Chanson,Chablis Premier Cru 'Montée de Tonnerre',2013,4.1,Chablis 1er Cru 'Montee de Tonnerre',chablis-montee-de-tonnerre,bourgogne
22,bruno-colin,Bruno Colin,Puligny-Montrachet Premier Cru 'La Truffière',2013,4.3,Puligny-Montrachet 1er Cru 'La Truffière',puligny-montrachet-la-truffiere,cote-de-beaune
23,domaine-long-depaquit,Domaine Long Depaquit,Chablis Premier Cru 'Les Lys',2014,3.8,Chablis 1er Cru 'Les Lys',chablis-les-lys,bourgogne
24,pierre-damoy,Pierre Damoy,Gevrey-Chambertin 'La Justice',2014,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
0,bruno-colin,Bruno Colin,Puligny-Montrachet Premier Cru 'La Truffière',2013,4.3,Puligny-Montrachet 1er Cru 'La Truffière',puligny-montrachet-la-truffiere,cote-de-beaune
1,pierre-damoy,Pierre Damoy,Gevrey-Chambertin 'La Justice',2014,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
2,patrick-jasmin,Patrick Jasmin,La Giroflarie Côte-Rôtie,2017,3.6,Côte-Rôtie,cote-rotie,rhone
3,fr-domaine-georges-vernay,Domaine Georges Vernay,Les Terrasses de L'Empire Condrieu,2011,4.2,Condrieu,condrieu,condrieu
4,nerthe,Château La Nerthe,Cuvée des Cadettes Châteauneuf-du-Pape,2003,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
5,ferraton-pere-fils,Ferraton Père & Fils,Crozes-Ermitage Le Grand Courtil,2012,3.7,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
6,domaine-william-fevre,Domaine William Fèvre,Chablis Premier Cru Vaillons,2016,4.0,Chablis Premier Cru,chablis-premier-cru,bourgogne
7,domaine-gilles-barge,Gilles Barge,Côte-Brune Côte-Rôtie,2012,4.1,Côte-Rôtie,cote-rotie,rhone
8,joseph-mellot,Joseph Mellot,La Grande Châtelaine Sancerre,2011,4.2,Sancerre,sancerre,loire-valley
9,marcel-deiss,Marcel Deiss,Mambourg Grand Cru,2004,4.3,Alsace Grand Cru,alsace-grand-cru,
10,chateau-doisy-vedrines,Château Doisy-Vedrines,Sauternes (Grand Cru Classé),2003,4.2,Sauternes,sauternes,bordeaux
11,rene-bouvier,René Bouvier,Côte de Nuits-Villages,2014,4.0,Côte de Nuits Villages,cote-de-nuits-villages,cote-de-nuits
12,jean-marc-brocard,Jean-Marc Brocard,Chablis Premier Cru 'Beauregard',2012,3.8,Chablis 1er Cru 'Les Beauregards',chablis-les-beauregards,bourgogne
13,daniel-etienne-defaix,Daniel-Etienne Defaix,Chablis Vieilles Vignes,2012,4.0,Chablis,chablis,bourgogne
14,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2002,4.1,Barsac,barsac,bordeaux
15,bouchard-pere-and-fils,Bouchard Père & Fils,Volnay 1er Cru 'Clos des Chênes',2011,4.0,Volnay 1er Cru 'Clos des Chênes',volnay-clos-des-chenes,cote-de-beaune
16,joseph-mellot,Joseph Mellot,L'Original,2015,4.4,Sancerre,sancerre,
17,ferraton-pere-fils,Ferraton Père & Fils,Crozes-Ermitage Le Grand Courtil,2014,3.8,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
18,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),1999,4.0,Barsac,barsac,bordeaux
19,domaine-des-perdrix,Domaine des Perdrix,Les 8 Ouvrèes Nuits-Saint-Georges Premier Cru 'Aux Perdrix',2012,4.4,Nuits-Saint-Georges 1er Cru 'Aux Perdrix',nuits-saint-georges-aux-perdrix,cote-de-nuits
20,couhins,Château Couhins,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2014,3.7,Pessac-Léognan,pessac-leognan,bordeaux
21,domaine-gauby,Gauby,Calcinaires Côtes Catalanes,2016,3.6,Côtes Catalanes,cotes-catalanes,languedoc-roussillon
22,domaine-de-la-vieille-julienne,Domaine de la Vieille Julienne,Les Hauts-Lieux Châteauneuf-du-Pape,2011,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
23,domaine-de-la-vougeraie,Domaine de la Vougeraie,Vougeot Les Cras Premier Cru,2011,4.0,Clos Vougeot Grand Cru,clos-de-vougeot,cote-de-nuits
24,jean-luc-colombo,Jean-Luc Colombo,Syrah Cornas Les Ruchets,2013,4.3,Cornas,cornas,cornas
0,chateau-doisy-vedrines,Château Doisy-Vedrines,Sauternes (Grand Cru Classé),2002,4.0,Sauternes,sauternes,bordeaux
1,au-pied-du-mont-chauve,Au Pied du Mont Chauve,Chassagne Montrachet 1er Cru 'Les Vergers',2013,4.2,Chassagne-Montrachet 1er Cru 'Les Vergers',chassagne-montrachet-les-vergers,cote-de-beaune
2,chateau-de-tracy,Château de Tracy,101 Rangs Pouilly-Fumé,2013,4.2,Pouilly-Fumé,pouilly-fume,loire-valley
3,chateau-la-faviere,Château La Favière,Bordeaux Supérieur,2016,4.1,Bordeaux Supérieur,bordeaux-superieur,bordeaux
4,rontets,Château des Rontets,Pierrefolle Pouilly-Fuissé,2014,4.2,Pouilly-Fuissé,pouilly-fuisse,maconnais
5,couhins,Château Couhins,Pessac-Léognan,2014,3.7,Pessac-Léognan,pessac-leognan,bordeaux
6,chateau-balestard-la-tonnelle,Château Balestard La Tonnelle,Saint-Émilion Grand Cru (Grand Cru Classé),1989,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,clos-vieux-taillefer,Clos Vieux Taillefer,Pomerol,2011,4.0,Pomerol,pomerol,bordeaux
8,pascal-jolivet,Pascal Jolivet,Sancerre La Bondenotte Rouge,2016,3.6,Sancerre,sancerre,loire-valley
9,domaine-de-la-janasse,Domaine de la Janasse,Clos St. Antonin Châteauneuf-du-Pape,2015,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
10,vouette-et-sorbe,Vouette et Sorbée,Blanc d'Argile Brut Nature Champagne,N.V.,4.2,Champagne,champagne,champagne
11,chateau-capbern,Château Capbern,Saint-Estèphe,2015,4.0,Saint-Estèphe,saint-estephe,bordeaux
12,chateau-la-croix-de-gay,Château La Croix de Gay,Pomerol,2009,4.1,Pomerol,pomerol,bordeaux
13,domaine-de-la-cote-de-l-ange,Domaine de la Cote de l'Ange,Vieilles Vignes Châteauneuf-du-Pape,2015,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
14,paul-jaboulet-aine-1387,Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert,2010,4.0,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
15,chateau-beauvillage,Château Beauvillage,Médoc,2015,3.8,Médoc,medoc,bordeaux
16,domaine-piron-lameloise,Domaine Piron Lameloise,Morgon Côte du Py,2017,3.6,Morgon,morgon,beaujolais
17,chateau-de-candale,Château de Candale,Saint-Émilion Grand Cru,2015,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
18,chateau-beauvillage,Château Beauvillage,Médoc,2016,3.8,Médoc,medoc,bordeaux
19,charles-westler,Charles Westler,Réserve Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
20,chartron-et-trebuchet,Chartron et Trébuchet,Meursault Premier Cru 'Les Charmes',2016,4.3,Meursault Premier Cru,meursault-premier-cru,cote-de-beaune
21,haut-bages-monpelou,Château Haut-Bages Monpelou,Pauillac,2014,4.2,Pauillac,pauillac,bordeaux
22,fr-chateau-latour-martillac,Château Latour-Martillac,Pessac-Léognan (Grand Cru Classé de Graves),2005,4.2,Pessac-Léognan,pessac-leognan,bordeaux
23,chateau-hosanna,Château Hosanna,Pomerol,2006,4.4,Pomerol,pomerol,bordeaux
24,domaine-ribiera,Domaine Ribiera,Amassa Cinsault - Grenache,2018,3.8,Languedoc-Roussillon,languedoc-roussillon,languedoc-roussillon
0,taittinger,Taittinger,Cuvée Prestige Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
1,chateau-tayac-margaux,Château Tayac,Margaux,2016,4.0,Margaux,margaux,bordeaux
2,tour-sieujean,Château Tour Sieujean,Pauillac,2014,4.0,Pauillac,pauillac,bordeaux
3,courtedune,Domaine Font de Courtedune,Châteauneuf-du-Pape,2017,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
4,commanderie,Château La Commanderie,Saint-Émilion Grand Cru (Grand Cru Classé),2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
5,haut-madrac-126784,Château Haut-Madrac,Haut-Médoc,2015,3.8,Haut-Médoc,haut-medoc,bordeaux
6,chateau-peyrabon,Château Peyrabon,Haut-Médoc,2016,3.8,Haut-Médoc,haut-medoc,bordeaux
7,mas-becha,Mas Becha,Classique Rouge,2018,3.6,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
8,grand-verdus,Château Le Grand Verdus,Bordeaux Supérieur,2018,4.0,Bordeaux Supérieur,bordeaux-superieur,bordeaux
9,fr-chateau-latour-martillac,Château Latour-Martillac,Pessac-Léognan (Grand Cru Classé de Graves),2015,4.1,Pessac-Léognan,pessac-leognan,bordeaux
10,la-grave-figeac,Château La Grave Figeac,Saint-Émilion Grand Cru,2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,chateau-leoville-las-cases,Château Léoville Las Cases,La Petite Marquise Saint-Julien,2016,3.9,Saint-Julien,saint-julien,bordeaux
12,chateau-la-gaffeliere,Château La Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2017,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,franc-petit-figeac,Petit-Figeac,Saint-Émilion,2015,4.2,Saint-Émilion,saint-emilion,bordeaux
14,fr-chateau-latour,Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé),2011,4.5,Pauillac,pauillac,bordeaux
15,schieferkopf,Schieferkopf,Lieu-dit Buehl Riesling,2015,3.9,Alsace,alsace,alsace
16,chateau-la-lagune,Château La Lagune,Haut-Médoc (Grand Cru Classé),2015,4.0,Haut-Médoc,haut-medoc,bordeaux
17,chateau-chasse-spleen,Château Chasse-Spleen,Moulis-en-Médoc,2016,3.9,Moulis-en-Médoc,moulis-en-medoc,bordeaux
18,champagne-de-saint-gall,Champagne de Saint-Gall,Blanc de Blancs Brut Champagne Premier Cru,N.V.,3.8,Champagne Premier Cru,champagne-premier-cru,champagne
19,fr-chateau-latour-martillac,Château Latour-Martillac,Pessac-Léognan (Grand Cru Classé de Graves),1996,4.3,Pessac-Léognan,pessac-leognan,bordeaux
20,fr-chateau-haut-bages-liberal,Château Haut-Bages Libéral,La Chapelle de Bages Pauillac,2012,3.7,Pauillac,pauillac,bordeaux
21,xavier-vignon,Xavier Vignon,Châteauneuf-du-Pape Cuvée Anonyme Rouge,2016,4.0,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
22,chateau-maris,Château Maris,Les Planels,2017,3.9,Minervois La Livinière,minervois-la-liviniere,languedoc-roussillon
23,domaine-de-chevalier,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves),2002,4.3,Pessac-Léognan,pessac-leognan,bordeaux
24,domaine-des-roches-neuves,Domaine des Roches Neuves,Clos de l'Échelier Saumur Blanc,2014,3.9,Saumur,saumur,loire-valley
0,domaine-des-roches-neuves,Domaine des Roches Neuves,Clos du Moulin,2016,4.0,Saumur,saumur,
1,alain-voge,Alain Voge,Les Vinsonnes Saint-Joseph,2014,3.9,Saint-Joseph,saint-joseph,saint-joseph
2,fr-abbatucci,Abbatucci,Général de la Révolution (Cuvée Collection),2014,4.4,Corsica,corsica,
3,michel-stephane-ogier,Michel & Stéphane Ogier,L'Âme Soeur (Syrah de Seyssuel),2012,4.0,Northern Rhône,northern-rhne,rhone
4,louis-cheze,Louis Chèze,Brèze Condrieu,2013,3.9,Condrieu,condrieu,condrieu
5,chateau-rabaud-promis,Château Rabaud-Promis,Sauternes (Premier Grand Cru Classé),2003,4.2,Sauternes,sauternes,bordeaux
6,antoine-jobard,Francois et Antoine Jobard,Meursault-Blagny 1er Cru,2012,4.3,Meursault,meursault,cote-de-beaune
7,michel-bouzereau,Michel Bouzereau,Puligny-Montrachet 1er Cru 'Les Champs Gains',2015,4.5,Puligny-Montrachet 1er Cru 'Champ Gain',puligny-montrachet-champ-gain,cote-de-beaune
8,lascombes,Château Lascombes,Margaux (Grand Cru Classé),2014,3.9,Margaux,margaux,bordeaux
9,ampelidae,Ampelidae,P.N. 1328,2009,3.9,Val de Loire,vin-de-pays-de-la-loire,
10,jean-michel-gerin,Jean-Michel Gerin,La Loye Condrieu,2014,4.3,Condrieu,condrieu,condrieu
11,ampelidae,Ampelidae,P.N. 1328,2014,3.8,Val de Loire,vin-de-pays-de-la-loire,
12,domaine-yves-cuilleron,Yves Cuilleron,Crozes-Hermitage Les Deux Terrasses,2012,3.9,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
13,clos-haut-peyraguey,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé),2014,4.1,Sauternes,sauternes,bordeaux
14,marcel-deiss,Marcel Deiss,Schoffweg (Le Chemin des Brebis),2011,3.9,Alsace,alsace,
15,vieux-chateau-certan,Vieux Château Certan,Pomerol,1998,4.4,Pomerol,pomerol,bordeaux
16,piedlong,Piedlong,Châteauneuf-du-Pape,2011,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
17,bouchard-pere-and-fils,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc,2015,4.5,Chevalier-Montrachet Grand Cru,chevalier-montrachet-grand-cru,cote-de-beaune
18,marcel-deiss,Marcel Deiss,Burg,2012,4.2,Alsace,alsace,
19,thibault,Thibault Liger-Belair,Les Vieilles Vignes Moulin-a-Vent,2013,3.6,Moulin-à-Vent,moulin-a-vent,beaujolais
20,de-venoge,De Venoge,Cordon Bleu Brut Champagne,2002,4.0,Champagne,champagne,champagne
21,thibault,Thibault Liger-Belair,Nuits-Saint-Georges 'La Charmotte',2012,4.1,Nuits-Saint-Georges,nuits-saint-georges,cote-de-nuits
22,pierre-damoy,Pierre Damoy,Gevrey-Chambertin 'La Justice',2011,3.9,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
23,meo-camuzet,Méo-Camuzet,Fixin 1er Cru 'Clos du Chapitre',2016,4.3,Fixin 1er Cru 'Clos du Chapitre',fixin-le-clos-du-chapitre,cote-de-nuits
24,domaine-de-la-vougeraie,Domaine de la Vougeraie,Clos de Vougeot Grand Cru,2012,4.5,Clos Vougeot Grand Cru,clos-de-vougeot,cote-de-nuits
0,domaine-de-la-vougeraie,Domaine de la Vougeraie,Charmes-Chambertin Grand Cru Les Mazoyères,2014,4.4,Charmes-Chambertin Grand Cru,charmes-chambertin,cote-de-nuits
1,faiveley,Faiveley,Nuits-Saint-Georges 1er Cru Les Damodes,2012,4.2,Nuits-Saint-Georges,nuits-saint-georges,cote-de-nuits
2,olivier-leflaive,Olivier Leflaive,Bâtard-Montrachet Grand Cru,2013,4.6,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
3,bouchard-pere-and-fils,Bouchard Père & Fils,Le Corton Grand Cru,2013,4.1,Corton Grand Cru,corton,cote-de-beaune
4,thibault,Thibault Liger-Belair,Nuits-Saint-Georges 'La Charmotte',2011,3.7,Nuits-Saint-Georges,nuits-saint-georges,cote-de-nuits
5,michel-bouzereau,Michel Bouzereau,Meursault-Genevrières 1er Cru,2015,4.2,Meursault 1er Cru 'Genevrières',meursault-genevrieres,cote-de-beaune
6,marcel-deiss,Marcel Deiss,Burg,2010,4.2,Alsace,alsace,
7,jean-luc-colombo,Jean-Luc Colombo,Syrah Cornas Terres Brûlées,2011,4.0,Cornas,cornas,cornas
8,antoine-jobard,Francois et Antoine Jobard,Meursault-Blagny 1er Cru,2011,4.3,Meursault,meursault,cote-de-beaune
9,le-chateau-de-chamirey,Château de Chamirey,Mercurey 1er Cru 'Clos du Roi',2013,4.1,Mercurey 1er Cru 'Le Clos du Roy',mercurey-le-clos-du-roy,cote-chalonnaise
10,chateau-guiraud,Château Guiraud,Sauternes (Premier Grand Cru Classé),1998,4.3,Sauternes,sauternes,bordeaux
11,meo-camuzet,Méo-Camuzet,Fixin,2016,3.8,Fixin,fixin,cote-de-nuits
12,fr-chateau-marsau,Château Marsau,Francs - Côtes de Bordeaux,2014,3.6,Francs - Côtes de Bordeaux,cotes-de-francs,bordeaux
13,chateau-de-tracy,Château de Tracy,101 Rangs Pouilly-Fumé,2012,4.2,Pouilly-Fumé,pouilly-fume,loire-valley
14,chateau-les-trois-croix,Château Les Trois Croix,Fronsac,2012,3.8,Fronsac,fronsac,bordeaux
15,fr-domaine-cordier-pere-fils,Domaine Cordier Père & Fils,Vignes Blanches Pouilly-Fuissé,2016,3.8,Pouilly-Fuissé,pouilly-fuisse,maconnais
16,domaine-long-depaquit,Domaine Long Depaquit,Chablis Premier Cru 'Les Beugnons',2013,3.9,Chablis 1er Cru 'Beugnons',chablis-beugnons,bourgogne
17,trimbach-alsace,Trimbach,Gewurztraminer Alsace Vendanges Tardives,2009,4.2,Alsace,alsace,alsace
18,lucien-crochet,Lucien Crochet,Le Chêne Marchand Sancerre Blanc,2014,3.9,Sancerre,sancerre,loire-valley
19,domaine-combier,Combier,Saint-Joseph Rouge,2016,4.1,Saint-Joseph,saint-joseph,saint-joseph
20,alain-voge,Alain Voge,Harmonie Saint-Péray,2017,3.8,Saint-Péray,saint-peray,saint-peray
21,chateau-batailley,Château Batailley,Pauillac (Grand Cru Classé),2016,4.2,Pauillac,pauillac,bordeaux
22,hugel,Hugel,Sélection de Grains Nobles Gewürztraminer,2007,4.3,Alsace,alsace,alsace
23,taittinger,Taittinger,Millésimé Brut Champagne,2013,4.2,Champagne,champagne,champagne
24,vincent-gaudry,Vincent Gaudry,Sancerre Mélodie de Vieilles Vignes,2017,3.9,Sancerre,sancerre,loire-valley
0,chateau-trotte-vieille,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2009,4.3,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,chateau-tronquoy-lalande,Château Tronquoy-Lalande,Saint-Estèphe,2014,3.9,Saint-Estèphe,saint-estephe,bordeaux
2,chateau-batailley,Château Batailley,Pauillac (Grand Cru Classé),2012,4.2,Pauillac,pauillac,bordeaux
3,clos-de-bouard,Clos de Bouard,Dame de Boüard Montagne Saint-Émilion,2016,3.7,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
4,fr-chateau-haut-surget,Château Haut-Surget,Lalande-de-Pomerol,2016,3.8,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
5,pontac-lynch,Château Pontac Lynch,Margaux,2016,4.1,Margaux,margaux,bordeaux
6,chateau-angelus,Château Angelus,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2015,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,valois,Château de Valois,Pomerol,2015,4.3,Pomerol,pomerol,bordeaux
8,chateau-ducru-beaucaillou,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé),2015,4.6,Saint-Julien,saint-julien,bordeaux
9,m-chapoutier,M. Chapoutier,Cornas Temenos,2016,4.0,Cornas,cornas,cornas
10,chateau-trotte-vieille,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2013,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,bouchard-pere-and-fils,Bouchard Père & Fils,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves',2015,4.4,Beaune 1er Cru 'Les Grèves',beaune-les-greves,cote-de-beaune
12,champagne-gosset,Gosset,Grande Réserve Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
13,jeff-carrel,Jeff Carrel,La Bette Côtes du Roussillon Villages,2017,3.9,Côtes du Roussillon Villages,cotes-du-roussillon-villages,languedoc-roussillon
14,magnan-figeac,Château Magnan-Figeac,Saint-Émilion Grand Cru,2015,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
15,les-bachelards,Château des Bachelards - Comtesse de Vazeilles,Fleurie,2014,3.7,Fleurie,fleurie,beaujolais
16,haut-bages-monpelou,Château Haut-Bages Monpelou,Pauillac,2015,4.0,Pauillac,pauillac,bordeaux
17,chateau-margaux,Château Margaux,Pavillon Rouge du Château Margaux,1992,4.3,Margaux,margaux,bordeaux
18,chateau-lynch-moussas,Château Lynch-Moussas,Pauillac (Grand Cru Classé),2013,3.9,Pauillac,pauillac,bordeaux
19,pol-roger,Pol Roger,Blanc de Blancs Champagne (Extra Cuvée de Réserve),2009,4.2,Champagne,champagne,champagne
20,haut-madrac-126784,Château Haut-Madrac,Haut-Médoc,2016,3.7,Haut-Médoc,haut-medoc,bordeaux
21,brimoncourt,Brimoncourt,Régence Brut Aÿ Champagne,N.V.,3.9,Champagne,champagne,champagne
22,joseph-drouhin,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches',2017,4.3,Beaune 1er Cru 'Le Clos des Mouches',beaune-le-clos-des-mouches,cote-de-beaune
23,arlaud,Domaine Arlaud,Chambolle-Musigny,2016,4.1,Chambolle-Musigny,chambolle-musigny,cote-de-nuits
24,chateau-brane-cantenac,Château Brane-Cantenac,Margaux (Grand Cru Classé),2010,4.3,Margaux,margaux,bordeaux
0,vincent-et-denis-berthaut,Domaine Berthaut-Gerbet,Fixin Les Clos,2013,3.8,Fixin,fixin,cote-de-nuits
1,fr-pierre-usseglio,Pierre Usseglio,Châteauneuf-du-Pape,2015,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
2,fr-chateau-latour-martillac,Château Latour-Martillac,Pessac-Léognan (Grand Cru Classé de Graves),2008,4.0,Pessac-Léognan,pessac-leognan,bordeaux
3,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),2016,4.1,Pauillac,pauillac,bordeaux
4,laffitte-carcasset,Château Laffitte-Carcasset,Saint-Estèphe,2016,4.0,Saint-Estèphe,saint-estephe,bordeaux
5,vincent-et-denis-berthaut,Domaine Berthaut-Gerbet,Fixin,2015,3.8,Fixin,fixin,cote-de-nuits
6,la-tour-figeac,Château La Tour Figeac,Saint-Émilion Grand Cru (Grand Cru Classé),2015,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,chateau-trotte-vieille,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2016,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
8,chateau-lafite-rothschild,Château Lafite Rothschild,Carruades de Lafite Pauillac,1987,4.5,Pauillac,pauillac,bordeaux
9,tardieu-laurent,Tardieu-Laurent,Cornas Coteaux,2014,3.9,Cornas,cornas,cornas
10,fr-marc-sorrel,Marc Sorrel,Les Rocoules Hermitage Blanc,2011,4.1,Hermitage,hermitage,rhone
11,jacquinot-fils,Jacquinot & Fils,Réserve 29 Brut Champagne,N.V.,4.0,Champagne,champagne,champagne
12,michel-chevre,Michel Chevre,Les Pentes Clos de l'Écotard Saumur,2016,4.3,Saumur,saumur,loire-valley
13,thibault,Thibault Liger-Belair,Nuits-Saint-Georges Premier Cru 'Les Saint Georges',2013,4.3,Nuits-Saint-Georges Premier Cru,nuits-saint-georges-premier-cru,cote-de-nuits
14,thibault,Thibault Liger-Belair,Nuits-Saint-Georges 'La Charmotte',2013,4.0,Nuits-Saint-Georges,nuits-saint-georges,cote-de-nuits
15,marcel-deiss,Marcel Deiss,Alsace Grand Cru Schoenenbourg,2011,4.3,Alsace Grand Cru,alsace-grand-cru,
16,chateau-de-la-maltroye,Château de La Maltroye,Chassagne-Montrachet 1er Cru 'Les Grandes Ruchottes',2008,4.3,Chassagne-Montrachet 1er Cru 'Les Grandes Ruchottes',chassagne-montrachet-les-grandes-ruchottes,cote-de-beaune
17,fombrauge,Château Fombrauge,Magrez Fombrauge Saint-Émilion Grand Cru,2011,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
18,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2008,4.1,Barsac,barsac,bordeaux
