,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
6,rouquette-sur-mer,Château Rouquette Sur Mer,Cuvée Arpège La Clape,2017,3.4,La Clape,languedoc-la-clape,languedoc-roussillon
7,j-mourat,J. Mourat,O.V.N.I Rosé,N.V.,4.0,Loire Valley,loire-valley,
8,monsieur-moustache,Monsieur Moustache,Rouge,2017,3.3,Bordeaux,bordeaux,
9,demon-noir,Demon Noir,Noir,2018,3.4,Côtes du Lot,cotes-du-lot,
10,thierry-massin,Thierry Massin,Réserve Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
11,de-villegeorge,Château de Villegeorge,Haut-Médoc,1998,3.8,Haut-Médoc,haut-medoc,bordeaux
12,jonqueres-d-oriola,Vignobles Jonqueres d'Oriola,La Canaille Rouge,2017,3.7,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
13,fr-l-hospitalet,Château l'Hospitalet,Art du Vivre La Clape,2018,3.9,La Clape,languedoc-la-clape,languedoc-roussillon
14,haut-madrac-126784,Château Haut-Madrac,Haut-Médoc,2013,3.9,Haut-Médoc,haut-medoc,bordeaux
15,tariquet,Domaine du Tariquet,Côtes De Gascogne Amplitude,2017,3.3,Côtes de Gascogne,cotes-de-gascogne,
16,mas-amiel,Mas Amiel,Initial,2015,3.7,Maury,maury,languedoc-roussillon
17,olivier-pithon,Olivier Pithon,Le Pilou,2014,4.0,Languedoc-Roussillon,languedoc-roussillon,languedoc-roussillon
18,agnes-paquet,Agnès Paquet,Auxey-Duresses Rouge,2017,4.0,Auxey-Duresses,auxey-duresses,cote-de-beaune
19,domaine-coche-dury,Domaine Coche-Dury,Bourgogne Chardonnay,2009,4.4,Bourgogne,bourgogne,bourgogne
20,montirius,Montirius,Terre des Aînés Gigondas,2015,3.7,Gigondas,gigondas,rhone
21,domaine-des-huards,Domaine des Huards,Pure Cheverny,2018,3.9,Cheverny,cheverny,loire-valley
22,benjamin-taillandier,Domaine Benjamin Taillandier,Laguzelle Minervois,2017,3.6,Minervois,minervois,languedoc-roussillon
23,serol,Sérol,Perdrizière Côte Roannaise,2017,3.6,Côte Roannaise,cote-roannaise,
24,domaine-coche-dury,Domaine Coche-Dury,Bourgogne Chardonnay,2013,4.4,Bourgogne,bourgogne,bourgogne
0,christophe-pichon,Domaine Christophe Pichon,Allégorie Cornas,2017,4.0,Cornas,cornas,cornas
1,de-sousa-and-fils,De Sousa,Cuvée des Caudalies Brut Millesimé Champagne Grand Cru 'Avize',N.V.,4.2,Champagne Grand Cru 'Avize',champagne-grand-cru-avize,champagne
2,champagne-franck-bonville,Franck Bonville,Les Belles Voyes Blanc de Blancs Brut Champagne Grand Cru 'Avize',N.V.,4.3,Champagne Grand Cru 'Avize',champagne-grand-cru-avize,champagne
3,rene-geoffroy,Geoffroy,Les Houtrants Complantés Brut Nature Champagne Premier Cru,N.V.,4.1,Champagne Premier Cru,champagne-premier-cru,champagne
4,chateau-la-tour-de-mons,Château La Tour de Mons,Margaux,1998,4.2,Margaux,margaux,bordeaux
5,josmeyer-and-fils-sa,Josmeyer,Pinot Gris Grand Cru Hengst,2010,4.2,Alsace Grand Cru 'Hengst',alsace-grand-cru-hengst,alsace
6,louis-latour,Louis Latour,Domaine Latour Corton Grand Cru,2011,4.1,Corton Grand Cru,corton,cote-de-beaune
7,champagne-laller,Lallier,Sélection Parcellaire Les Sous Blanc de Noir Champagne Grand Cru 'Aÿ',N.V.,4.4,Champagne Grand Cru 'Aÿ',champagne-grand-cru-ay,champagne
8,andre-beaufort-44248,André Beaufort,Brut Champagne Grand Cru 'Ambonnay',2003,4.1,Champagne Grand Cru 'Ambonnay',champagne-grand-cru-ambonnay,champagne
9,la-grolet,Château la Grolet,Côtes de Bourg,2017,3.5,Côtes de Bourg,cotes-de-bourg,bordeaux
10,domaine-piron-lameloise,Domaine Piron Lameloise,Domaine de La Chanaise Beaujolais Blanc,2018,3.8,Beaujolais,beaujolais,
11,antonin-rodet,Antonin Rodet,Chateau de Rully 1er Cru 'Clos La Bressande'  Monopole,2016,3.9,Rully 1er Cru 'La Bressande',rully-la-bressande,cote-chalonnaise
12,henri-delagrange-et-fils,Domaine Henri Delagrange et Fils,Vieilles Vignes Volnay,2017,4.0,Volnay,volnay,cote-de-beaune
13,frontenac,Château Frontenac,Bordeaux Rouge,2016,3.4,Bordeaux,bordeaux,bordeaux
14,pannier,Pannier,Exact Extra Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
15,minuty,Minuty,Bailly Rouge,2017,3.5,Côtes de Provence,cotes-de-provence,
16,laville-bertrou,Château Laville Bertrou,Minervois La Livinière,2017,4.1,Minervois La Livinière,minervois-la-liviniere,languedoc-roussillon
17,laville-bertrou,Château Laville Bertrou,Minervois La Livinière,2016,4.1,Minervois La Livinière,minervois-la-liviniere,languedoc-roussillon
18,lionel-osmin-cie,Lionel Osmin & Cie,Mansois Marcillac,2016,3.4,Marcillac,marcillac,
19,comte-lafond,Comte Lafond,Sancerre Grande Cuvée Rouge,2014,4.1,Sancerre,sancerre,loire-valley
20,fr-domaine-de-la-solitude,Domaine de la Solitude,Rosé,2017,3.6,Bordeaux,bordeaux,
21,gerard-bertrand,Gérard Bertrand,Clairette du Languedoc Adissan Art de Vivre,2018,3.7,Clairette de Languedoc,clairette-de-languedoc,languedoc-roussillon
22,champagne-duval-leroy,Duval-Leroy,Précieuse Parcelle Clos des Bouveries Brut Champagne,2005,4.1,Champagne,champagne,champagne
23,chateau-tour-de-pez,Château Tour de Pez,Les Hauts de Pez Saint-Estèphe,2014,3.7,Saint-Estèphe,saint-estephe,bordeaux
24,cerons,Château de Cérons,Graves,2015,3.8,Graves,graves,bordeaux
0,passeport,Passeport,Margaux,2014,3.6,Margaux,margaux,bordeaux
1,bouchard-pere-and-fils,Bouchard Père & Fils,Aloxe-Corton,2014,3.8,Aloxe-Corton,aloxe-corton,cote-de-beaune
2,alain-thienot,Thienot,Cuvée Stanislas Blanc de Blancs Champagne,2006,4.1,Champagne,champagne,champagne
3,lacaussade-saint-martin,Château Lacaussade Saint Martin,Blaye Côtes de Bordeaux,2016,3.6,Blaye - Côtes de Bordeaux,blaye-cotes-de-bordeaux,bordeaux
4,alain-thienot,Thienot,Vintage Champagne,2007,4.0,Champagne,champagne,champagne
5,deutz,Deutz,Blanc de Blancs Brut Champagne,N.V.,4.2,Champagne,champagne,champagne
6,fr-vranken,Vranken,Demoiselle E.O. Premium Cuvée Brut Champagne,N.V.,3.7,Bordeaux,bordeaux,champagne
7,champagne-faniel-fils,Faniel & Fils,Agapane Brut Champagne,N.V.,4.0,Champagne,champagne,champagne
8,chateau-lagrange,Château Lagrange,Les Arums de Lagrange Bordeaux,2015,3.8,Bordeaux,bordeaux,bordeaux
9,bouchard-pere-and-fils,Bouchard Père & Fils,Beaune Premier Cru Teurons,2014,3.6,Beaune Premier Cru,beaune-premier-cru,cote-de-beaune
10,nicolas-feuillatte,Nicolas Feuillatte,Collection Blanc de Blancs Brut Champagne (Vintage),2012,4.0,Champagne,champagne,champagne
11,chateau-roubine,Château Roubine,Cuvée R Côtes de Provence Rosé,2018,3.7,Côtes de Provence,cotes-de-provence,provence
12,anne-de-joyeuse,Anne de Joyeuse,La Butinière Limoux,2017,3.9,Limoux,limoux,languedoc-roussillon
13,chateau-la-variere,Château la Varière,Cabernet Sauvignon Anjou-Villages 'Brissac',2015,3.0,Anjou-Villages 'Brissac',anjou-villages-brissac,
14,domaine-piron-lameloise,Domaine Piron Lameloise,Domaine de La Chanaise Morgon,2017,3.3,Morgon,morgon,beaujolais
15,gilbert-and-gaillard,Gilbert & Gaillard,Pour les Amis Saint-Chinian,2015,3.6,Saint-Chinian,saint-chinian,languedoc-roussillon
16,haut-gazeau,Château Haut-Gazeau,Lussac-Saint-Émilion,2016,3.8,Lussac-Saint-Émilion,lussac-st-emilion,bordeaux
17,chateau-petit-bocq,Château Petit Bocq,Saint-Estèphe,2013,3.8,Saint-Estèphe,saint-estephe,bordeaux
18,regis-minet,Régis Minet,Le Désert Pouilly-Fumé,2018,3.8,Pouilly-Fumé,pouilly-fume,loire-valley
19,gerard-bertrand,Gérard Bertrand,Grenache - Carignan Fitou Terroir ,2017,3.7,Fitou,fitou,languedoc-roussillon
20,peymartin,Château Peymartin,Saint-Julien,2015,3.6,Saint-Julien,saint-julien,bordeaux
21,domaine-piron-lameloise,Domaine Piron Lameloise,Chiroubles,2017,3.5,Chiroubles,chiroubles,beaujolais
22,chateau-roubine,Château Roubine,R de Roubine Côtes de Provence,2018,3.8,Côtes de Provence,cotes-de-provence,
23,bastide-des-songes,Bastide des Songes,Peyre Brune,N.V.,4.0,Hérault,pays-dherault,languedoc-roussillon
24,brunel-de-la-gardine,Brunel de la Gardine,Gigondas,2012,3.7,Gigondas,gigondas,rhone
0,chateau-feytit-clinet,Château Feytit-Clinet,Pomerol,2001,4.1,Pomerol,pomerol,bordeaux
1,fr-la-grave,Château La Grave (Trigant de Boisset),Pomerol,2000,4.1,Pomerol,pomerol,bordeaux
2,domaine-henri-naudin-ferrand,Henri Naudin-Ferrand,Clematís Vítalba,2016,4.0,Bourgogne Hautes-Côtes de Nuits,bourgogne-hautes-cotes-de-nuits,bourgogne
3,van-remoortere,Antoine Van Remoortere,Menetou-Salon Rouge,2017,3.9,Menetou-Salon,menetou-salon,loire-valley
4,fr-domaine-trapet,Domaine Trapet,Riquewihr Riesling Alsace,2014,3.7,Alsace,alsace,alsace
5,domaine-du-colombier,Domaine du Colombier,Crozes-Hermitage Cuvée Gaby,2016,3.9,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
6,chateau-lilian-ladouys,Château Lilian Ladouys,Saint-Estèphe,2001,3.9,Saint-Estèphe,saint-estephe,bordeaux
7,thunevin-calvet,Thunevin-Calvet,Cuvée Constance Côtes du Roussillon Villages,2016,3.7,Côtes du Roussillon Villages,cotes-du-roussillon-villages,rhone
8,clos-vieux-taillefer,Clos Vieux Taillefer,Pomerol,2012,3.9,Pomerol,pomerol,bordeaux
9,les-vignerons-destezargues,Domaine la Montagnette,Côtes du Rhône Villages Signargues,2018,3.7,Côtes-du-Rhône-Villages 'Signargues',cotes-du-rhone-villages-signargues,rhone
10,montirius,Montirius,Terre des Aînés Gigondas,2015,3.7,Gigondas,gigondas,rhone
11,nicolas-pere-fils,Nicolas Pere & Fils,Essentielle Côtes du Rhône Rouge,2013,3.3,Côtes-du-Rhône,cotes-du-rhone,rhone
12,marquis-d-alesme-becker,Château Marquis d'Alesme,Margaux (Grand Cru Classé),1998,4.0,Margaux,margaux,bordeaux
13,chateau-carbonnieux,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),1999,3.8,Pessac-Léognan,pessac-leognan,bordeaux
14,domaine-coche-dury,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2005,4.5,Puligny-Montrachet,puligny-montrachet,cote-de-beaune
15,hauvette,Hauvette,Les Hauteurs Arpège,2011,4.0,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
16,chateau-le-sartre,Château Le Sartre,Le S du Sartre Pessac-Léognan,2014,3.8,Pessac-Léognan,pessac-leognan,bordeaux
17,lalaudey,Château Lalaudey - Château Pomeys,Château Lalaudey Moulis-en-Médoc,2015,3.8,Moulis-en-Médoc,moulis-en-medoc,bordeaux
18,gandines,Domaine des Gandines,Mâcon Villages,2018,3.9,Mâcon-Villages,macon-villages,maconnais
19,agnes-paquet,Agnès Paquet,Auxey-Duresses Rouge,2017,4.0,Auxey-Duresses,auxey-duresses,cote-de-beaune
20,mas-amiel,Mas Amiel,Initial,2015,3.7,Maury,maury,languedoc-roussillon
21,tariquet,Domaine du Tariquet,Côtes De Gascogne Amplitude,2017,3.3,Côtes de Gascogne,cotes-de-gascogne,
22,thevenet,Thevenet & Fils,Domaine de la Bongran Cuvée E.J.Thévenet Viré-Clessé,2013,4.3,Viré-Clessé,vire-clesse,maconnais
23,olivier-pithon,Olivier Pithon,Le Pilou,2014,4.0,Languedoc-Roussillon,languedoc-roussillon,languedoc-roussillon
24,domaine-coche-dury,Domaine Coche-Dury,Bourgogne Chardonnay,2009,4.4,Bourgogne,bourgogne,bourgogne
0,chateau-lagrange,Château Lagrange,Les Fiefs de Lagrange Saint-Julien,1989,4.2,Saint-Julien,saint-julien,bordeaux
1,puy-razac,Château Puy-Razac,Saint-Émilion Grand Cru,2016,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
2,chateau-caroline,Château Caroline,Moulis-en-Médoc,2016,3.8,Moulis-en-Médoc,moulis-en-medoc,bordeaux
3,domaines-ott,Domaines Ott,Château de Selle Comtes de Provence Rouge,2012,4.0,Côtes de Provence,cotes-de-provence,
4,granins-grand-poujeaux,Château Granins Grand-Poujeaux,Château Tour Granins Grand Poujeaux Moulis-en-Médoc,2009,4.1,Moulis-en-Médoc,moulis-en-medoc,bordeaux
5,chateau-d-issan,Château d'Issan,Blason d'Issan Margaux,2009,3.9,Margaux,margaux,bordeaux
6,albert-bichot,Albert Bichot,Volnay,2012,3.8,Volnay,volnay,cote-de-beaune
7,clos-des-galevesses,Clos des Galevesses,Lalande de Pomerol,2014,3.5,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
8,chateau-bastor-lamontagne,Château Bastor-Lamontagne,Sauternes,2012,3.9,Sauternes,sauternes,bordeaux
9,pontac-lynch,Château Pontac Lynch,Margaux,2010,4.0,Margaux,margaux,bordeaux
10,domaine-harmand-geoffroy,Harmand-Geoffroy,Mazis-Chambertin Grand Cru,2011,4.5,Mazis-Chambertin Grand Cru,mazis-chambertin,cote-de-nuits
11,domaine-arnoux-lachaux,Domaine Arnoux-Lachaux,Les Hautes Maizieres Vosne-Romanée,2014,4.2,Vosne-Romanée,vosne-romanee,cote-de-nuits
12,faiveley,Faiveley,Nuits-Saint-Georges 1er Cru Les Damodes,2010,4.0,Nuits-Saint-Georges,nuits-saint-georges,cote-de-nuits
13,chateau-ferriere,Château Ferrière,Margaux (Grand Cru Classé),2009,3.9,Margaux,margaux,bordeaux
14,chateau-balestard-la-tonnelle,Château Balestard La Tonnelle,Saint-Émilion Grand Cru (Grand Cru Classé),2010,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
15,fr-jean-philippe-fichet,Jean-Philippe Fichet,Meursault,2014,4.2,Meursault,meursault,cote-de-beaune
16,chateau-la-tour-de-mons,Château La Tour de Mons,Marquis de Mons Margaux,2013,3.8,Margaux,margaux,bordeaux
17,ormes-sorbet,Château Les Ormes Sorbet,Médoc,2012,3.9,Médoc,medoc,bordeaux
18,faiveley,Faiveley,Givry Champ Lalot Rouge,2018,3.7,Givry,givry,cote-chalonnaise
19,chateau-clamens,Château Clamens,Fronton Rouge,2016,3.6,Fronton,fronton,
20,chateau-le-sartre,Château Le Sartre,Pessac-Léognan,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
21,jean-fournier,Jean Fournier,Marsannay 'Les Longeroies' Rouge,2016,4.0,Marsannay,marsannay,cote-de-nuits
22,chateau-rieussec,Château Rieussec,Sauternes (Premier Grand Cru Classé),1998,4.4,Sauternes,sauternes,bordeaux
23,bolaire,Château Bolaire,Bordeaux Supérieur,2011,3.8,Bordeaux Supérieur,bordeaux-superieur,bordeaux
24,marcel-deiss,Marcel Deiss,Riesling Alsace Grand Cru 'Altenberg de Bergheim',2011,4.3,Alsace Grand Cru 'Altenberg de Bergheim',alsace-grand-cru-altenberg-de-bergheim,alsace
0,champagne-franck-bonville,Franck Bonville,Les Belles Voyes Blanc de Blancs Brut Champagne Grand Cru 'Avize',N.V.,4.3,Champagne Grand Cru 'Avize',champagne-grand-cru-avize,champagne
1,de-sousa-and-fils,De Sousa,Cuvée des Caudalies Brut Millesimé Champagne Grand Cru 'Avize',N.V.,4.2,Champagne Grand Cru 'Avize',champagne-grand-cru-avize,champagne
2,josmeyer-and-fils-sa,Josmeyer,Pinot Gris Grand Cru Hengst,2010,4.2,Alsace Grand Cru 'Hengst',alsace-grand-cru-hengst,alsace
3,fr-champagne-mailly-grand-cru,Mailly,Exception Blanche,2000,4.2,Champagne Grand Cru,champagne-grand-cru,champagne
4,louis-latour,Louis Latour,Domaine Latour Corton Grand Cru,2011,4.1,Corton Grand Cru,corton,cote-de-beaune
5,rene-geoffroy,Geoffroy,Les Houtrants Complantés Brut Nature Champagne Premier Cru,N.V.,4.1,Champagne Premier Cru,champagne-premier-cru,champagne
6,andre-beaufort-44248,André Beaufort,Brut Champagne Grand Cru 'Ambonnay',2003,4.1,Champagne Grand Cru 'Ambonnay',champagne-grand-cru-ambonnay,champagne
7,cirque,Vignerons de Tautavel Vingrau,Le Cirque Rouge,2017,3.6,Côtes Catalanes,cotes-catalanes,languedoc-roussillon
8,champagne-laller,Lallier,Sélection Parcellaire Les Sous Blanc de Noir Champagne Grand Cru 'Aÿ',N.V.,4.4,Champagne Grand Cru 'Aÿ',champagne-grand-cru-ay,champagne
9,pannier,Pannier,Exact Extra Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
10,minuty,Minuty,Bailly Rouge,2017,3.5,Côtes de Provence,cotes-de-provence,
11,comte-lafond,Comte Lafond,Sancerre Grande Cuvée Rouge,2014,4.1,Sancerre,sancerre,loire-valley
12,lionel-osmin-cie,Lionel Osmin & Cie,Mansois Marcillac,2016,3.4,Marcillac,marcillac,
13,fr-domaine-de-la-solitude,Domaine de la Solitude,Rosé,2017,3.6,Bordeaux,bordeaux,
14,gerard-bertrand,Gérard Bertrand,Grenache - Carignan Fitou Terroir ,2017,3.7,Fitou,fitou,languedoc-roussillon
15,laville-bertrou,Château Laville Bertrou,Minervois La Livinière,2017,4.1,Minervois La Livinière,minervois-la-liviniere,languedoc-roussillon
16,laville-bertrou,Château Laville Bertrou,Minervois La Livinière,2016,4.1,Minervois La Livinière,minervois-la-liviniere,languedoc-roussillon
17,gerard-bertrand,Gérard Bertrand,Clairette du Languedoc Adissan Art de Vivre,2018,3.7,Clairette de Languedoc,clairette-de-languedoc,languedoc-roussillon
18,la-grolet,Château la Grolet,Côtes de Bourg,2017,3.5,Côtes de Bourg,cotes-de-bourg,bordeaux
19,passeport,Passeport,Margaux,2014,3.6,Margaux,margaux,bordeaux
20,bouchard-pere-and-fils,Bouchard Père & Fils,Aloxe-Corton,2014,3.8,Aloxe-Corton,aloxe-corton,cote-de-beaune
21,cerons,Château de Cérons,Graves,2015,3.8,Graves,graves,bordeaux
22,haut-gazeau,Château Haut-Gazeau,Lussac-Saint-Émilion,2016,3.8,Lussac-Saint-Émilion,lussac-st-emilion,bordeaux
23,chateau-roubine,Château Roubine,Cuvée R Côtes de Provence Rosé,2018,3.7,Côtes de Provence,cotes-de-provence,provence
24,anne-de-joyeuse,Anne de Joyeuse,La Butinière Limoux,2017,3.9,Limoux,limoux,languedoc-roussillon
0,romer-du-hayot,Château Romer du Hayot,Sauternes (Grand Cru Classé),2003,4.1,Sauternes,sauternes,bordeaux
1,chateau-sanctus,Chateau Sanctus,Saint-Émilion Grand Cru,2011,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
2,chateau-grand-puy-ducasse,Château Grand-Puy Ducasse,Prelude a Grand-Puy Ducasse Pauillac,2013,3.9,Pauillac,pauillac,bordeaux
3,chateau-marjosse,Château Marjosse,Bordeaux Blanc,2015,3.6,Bordeaux,bordeaux,bordeaux
4,chateau-lafaurie-peyraguey,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé),2012,3.9,Sauternes,sauternes,bordeaux
5,haut-brion,Château Haut-Brion,La Clarté de Haut-Brion Pessac-Léognan Blanc (Les Plantiers du Haut-Brion),2005,4.0,Pessac-Léognan,pessac-leognan,bordeaux
6,chateau-maucaillou,Château Maucaillou,No. 2 de Maucaillou Moulis,2015,3.9,Moulis-en-Médoc,moulis-en-medoc,bordeaux
7,chateau-la-pointe,Château La Pointe,Pomerol,2001,4.0,Pomerol,pomerol,bordeaux
8,chateau-pavillon-beauregard,Château Pavillon Beauregard,Lalande de Pomerol,2016,4.1,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
9,l-hermitage,Chateau Tauzinat l'Hermitage,Saint-Émilion Grand Cru,2016,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,vieux-saint-andre,Famille Berrouet,Vieux Château Saint André Montagne-Saint-Émilion,2014,4.0,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
11,jeff-carrel,Jeff Carrel,Les Darons Rouge,2018,3.7,Languedoc,languedoc,languedoc-roussillon
12,chteau-deyrem-valentin,Château Deyrem Valentin,Margaux,2013,3.9,Margaux,margaux,bordeaux
13,chateau-larmande,Château Larmande,Saint-Émilion Grand Cru (Grand Cru Classé),2007,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
14,chateau-mazeyres,Château Mazeyres,Pomerol,2003,3.9,Pomerol,pomerol,bordeaux
15,marrenon-southern-rhone,Marrenon,Grand Marrenon Rouge,2017,3.9,Luberon,luberon,rhone
16,joanin-bcot,Château Joanin Bécot,Castillon - Côtes de Bordeaux,2015,3.8,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
17,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Lacoste Borie Pauillac,2013,3.8,Pauillac,pauillac,bordeaux
18,chateau-balestard-la-tonnelle,Château Balestard La Tonnelle,Saint-Émilion Grand Cru (Grand Cru Classé),2010,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,chateau-d-issan,Château d'Issan,Blason d'Issan Margaux,2009,3.9,Margaux,margaux,bordeaux
20,granins-grand-poujeaux,Château Granins Grand-Poujeaux,Château Tour Granins Grand Poujeaux Moulis-en-Médoc,2009,4.1,Moulis-en-Médoc,moulis-en-medoc,bordeaux
21,chateau-bastor-lamontagne,Château Bastor-Lamontagne,Sauternes,2012,3.9,Sauternes,sauternes,bordeaux
22,chateau-ferriere,Château Ferrière,Margaux (Grand Cru Classé),2009,3.9,Margaux,margaux,bordeaux
23,chateau-siran,Château Siran,Margaux,1995,3.8,Margaux,margaux,bordeaux
24,faiveley,Faiveley,Givry Champ Lalot Rouge,2018,3.7,Givry,givry,cote-chalonnaise
0,chateau-roubine,Château Roubine,R de Roubine Côtes de Provence,2018,3.8,Côtes de Provence,cotes-de-provence,
1,domaine-piron-lameloise,Domaine Piron Lameloise,Chiroubles,2017,3.5,Chiroubles,chiroubles,beaujolais
2,chateau-d-agassac,Château d'Agassac,L'Agassant NT Haut-Médoc,2010,3.4,Haut-Médoc,haut-medoc,bordeaux
3,baron-philippe-de-rothschild-sa,Baron Philippe de Rothschild,Agneau Bordeaux Blanc,2017,3.3,Bordeaux,bordeaux,bordeaux
4,bastide-des-songes,Bastide des Songes,Peyre Brune,N.V.,4.0,Hérault,pays-dherault,languedoc-roussillon
5,brunel-de-la-gardine,Brunel de la Gardine,Gigondas,2012,3.7,Gigondas,gigondas,rhone
6,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2009,3.8,Saint-Julien,saint-julien,bordeaux
7,domaine-arnoux-lachaux,Domaine Arnoux-Lachaux,Nuits-Saint-Georges Premier Cru 'Les Proces',2013,3.8,Nuits-Saint-Georges 1er Cru 'Les Proces',nuits-saint-georges-les-proces,cote-de-nuits
8,paul-blanck-and-fils,Paul Blanck,Riesling,2018,4.0,Alsace,alsace,alsace
9,eric-forest,Eric Forest,L'Ame Forest Pouilly-Fuissé,2016,4.0,Pouilly-Fuissé,pouilly-fuisse,maconnais
10,jean-luc-colombo,Jean-Luc Colombo,Syrah Cornas Les Ruchets,2006,3.9,Cornas,cornas,cornas
11,chateau-fortia,Château Fortia,Tradition Châteauneuf-du-Pape,2011,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
12,chateau-monbrison,Château Monbrison,Bouquet de Monbrison Margaux,2015,4.1,Margaux,margaux,bordeaux
13,villa-dria,Villa Dria,Chardonnay - Gros Manseng (Terre de Feu),2018,4.0,Côtes de Gascogne,cotes-de-gascogne,
14,lucien-crochet,Lucien Crochet,Cuvée Prestige Sancerre Blanc,2016,4.2,Sancerre,sancerre,loire-valley
15,lucien-crochet,Lucien Crochet,Le Chêne Marchand Sancerre Blanc,2016,4.1,Sancerre,sancerre,loire-valley
16,le-roc-76679,Le Roc,Les Petits Cailloux du Roc Fronton,2016,3.7,Fronton,fronton,
17,charles-joguet,Charles Joguet,Cuvée de la Cure Chinon,2012,3.8,Chinon,chinon,
18,domaine-arretxea,Domaine Arretxea,Irouléguy Rouge,2014,3.7,Irouléguy,irouleguy,
19,belluard,Domaine Belluard,Les Alpes,2015,4.0,Savoie,savoie,
20,mylene-bru,Mylene Bru,Far-Ouest,2017,3.9,Languedoc,languedoc,languedoc-roussillon
21,mylene-bru,Mylene Bru,Rita,2017,4.0,Vin de France,vin-de-pays-vignobles-de-france,
22,julien-sunier,Julien Sunier,Régnié,2018,4.0,Régnié,regnie,beaujolais
23,chateau-feytit-clinet,Château Feytit-Clinet,Pomerol,2001,4.1,Pomerol,pomerol,bordeaux
24,fr-la-grave,Château La Grave (Trigant de Boisset),Pomerol,2000,4.1,Pomerol,pomerol,bordeaux
0,villa-dria,Villa Dria,Chardonnay - Gros Manseng (Terre de Feu),2018,4.0,Côtes de Gascogne,cotes-de-gascogne,
1,mouthes-le-bihan,Mouthes le Bihan,Vieillefont Blanc,2014,3.6,Côtes de Duras,ctes-de-duras,
2,chateau-monbrison,Château Monbrison,Bouquet de Monbrison Margaux,2015,4.1,Margaux,margaux,bordeaux
3,chateau-saint-roch-cotes-du-rhone,Château Saint-Roch,Confidentielle Lirac Rouge,2017,3.9,Lirac,lirac,rhone
4,chateau-fortia,Château Fortia,Tradition Châteauneuf-du-Pape,2011,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
5,paul-blanck-and-fils,Paul Blanck,Riesling,2018,4.0,Alsace,alsace,alsace
6,lucien-crochet,Lucien Crochet,Cuvée Prestige Sancerre Blanc,2016,4.2,Sancerre,sancerre,loire-valley
7,lucien-crochet,Lucien Crochet,Le Chêne Marchand Sancerre Blanc,2016,4.1,Sancerre,sancerre,loire-valley
8,jean-luc-colombo,Jean-Luc Colombo,Syrah Cornas Les Ruchets,2006,3.9,Cornas,cornas,cornas
9,eric-forest,Eric Forest,L'Ame Forest Pouilly-Fuissé,2016,4.0,Pouilly-Fuissé,pouilly-fuisse,maconnais
10,la-conseillante,Château La Conseillante,Duo de Conseillante Pomerol,2014,4.0,Pomerol,pomerol,bordeaux
11,fr-thienpont,F.Thienpont,Bordeaux Rouge,2016,3.9,Bordeaux,bordeaux,bordeaux
12,domaine-rostaing,Domaine Rostaing,Côte-Rôtie La Landonne,2000,4.3,Northern Rhône,northern-rhne,rhone
13,louis-latour,Louis Latour,Chambertin Grand Cru Cuvée Héritiers Latour,2010,4.3,Chambertin Grand Cru,chambertin,cote-de-nuits
14,moet-chandon,Moët & Chandon,Grand Vintage Rosé Brut Champagne,2003,4.4,Champagne,champagne,champagne
15,michelot,Domaine Michelot,Meursault Premier Cru 'Charmes',2007,3.9,Meursault 1er Cru 'Charmes',meursault-charmes,cote-de-beaune
16,fr-perrier-jouet,Perrier-Jouët,Belle Epoque Rosé Brut Champagne,1989,4.5,Champagne,champagne,champagne
17,la-fleur-de-bouard,Château La Fleur de Boüard,Lalande-de-Pomerol,2012,3.9,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
