STATION;NAME;DATE;CLDD;HTDD;PRCP;TAVG;TMAX;TMIN
FRE00104072;DIJON LONGVIC, FR;2012-11;0.0;346.8;66.3;6.8;9.8;3.8
FRE00104072;DIJON LONGVIC, FR;2012-12;0.0;427.6;78.6;4.5;7.5;1.6
FRE00104072;DIJON LONGVIC, FR;2013-01;0.0;467.3;65.1;2.1;4.6;-0.4
FRE00104072;DIJON LONGVIC, FR;2013-02;0.0;488.5;45.1;0.9;3.9;-2.2
FRE00104072;DIJON LONGVIC, FR;2013-03;0.0;382.4;42.4;5.1;9.4;0.8
FRE00104072;DIJON LONGVIC, FR;2013-04;0.0;229.1;115.4;10.2;15.1;5.2
FRE00104072;DIJON LONGVIC, FR;2013-05;0.0;213.2;165.2;11.4;15.6;7.3
FRE00104072;DIJON LONGVIC, FR;2013-06;27.2;59.0;75.5;17.3;22.7;11.8
FRE00104072;DIJON LONGVIC, FR;2013-07;121.4;0.5;101.1;22.2;28.1;16.4
FRE00104072;DIJON LONGVIC, FR;2013-08;52.8;12.1;49.2;19.6;25.5;13.8
FRE00104072;DIJON LONGVIC, FR;2013-09;10.6;65.3;62.5;16.5;21.3;11.7
FRE00104072;DIJON LONGVIC, FR;2013-10;0.0;134.8;104.9;13.6;17.7;9.6
FRE00104072;DIJON LONGVIC, FR;2013-11;0.0;373.2;95.4;5.9;8.5;3.3
FRE00104072;DIJON LONGVIC, FR;2013-12;0.0;442.0;52.7;3.0;6.4;-0.3
FRE00104072;DIJON LONGVIC, FR;2014-01;0.0;370.1;78.7;5.4;8.6;2.3
FRE00104072;DIJON LONGVIC, FR;2014-02;0.0;355.5;89.9;5.6;9.6;1.6
FRE00104072;DIJON LONGVIC, FR;2014-03;0.0;292.9;17.3;8.9;15.1;2.6
FRE00104072;DIJON LONGVIC, FR;2014-04;0.0;188.8;21.0;12.0;17.8;6.3
FRE00104072;DIJON LONGVIC, FR;2014-05;0.7;131.3;28.9;14.1;19.6;8.6
FRE00104072;DIJON LONGVIC, FR;2014-06;64.5;14.2;43.8;20.0;26.5;13.5
FRE00104072;DIJON LONGVIC, FR;2014-07;64.6;14.4;102.0;19.9;25.0;14.9
FRE00104072;DIJON LONGVIC, FR;2014-08;24.7;40.3;108.6;17.8;22.8;12.8
FRE00104072;DIJON LONGVIC, FR;2014-09;22.2;42.1;20.0;17.7;23.4;11.9
FRE00104072;DIJON LONGVIC, FR;2014-10;0.0;140.2;87.9;13.8;18.2;9.5
FRE00104072;DIJON LONGVIC, FR;2014-11;0.0;272.5;164.4;8.6;11.7;5.4
FRE00104072;DIJON LONGVIC, FR;2014-12;0.0;387.7;53.4;4.0;6.8;1.2
FRE00104072;DIJON LONGVIC, FR;2015-01;0.0;434.0;53.7;3.3;6.0;0.6
FRE00104072;DIJON LONGVIC, FR;2015-02;0.0;430.9;38.2;2.9;6.7;-0.9
FRE00104072;DIJON LONGVIC, FR;2015-03;0.0;320.9;28.7;8.0;13.0;2.9
FRE00104072;DIJON LONGVIC, FR;2015-04;0.0;205.0;65.7;11.5;17.7;5.3
FRE00104072;DIJON LONGVIC, FR;2015-05;1.9;111.1;45.2;14.8;20.6;9.0
FRE00104072;DIJON LONGVIC, FR;2015-06;57.5;13.2;38.7;19.8;26.1;13.5
FRE00104072;DIJON LONGVIC, FR;2015-07;170.5;6.9;6.2;23.6;30.6;16.6
FRE00104072;DIJON LONGVIC, FR;2015-08;100.5;10.6;87.7;21.2;27.5;14.9
FRE00104072;DIJON LONGVIC, FR;2015-09;2.9;93.6;94.3;15.3;20.3;10.3
FRE00104072;DIJON LONGVIC, FR;2015-10;0.0;201.0;62.0;10.7;15.1;6.3
FRE00104072;DIJON LONGVIC, FR;2015-11;0.0;288.8;28.8;8.1;12.2;4.0
FRE00104072;DIJON LONGVIC, FR;2015-12;0.0;379.3;22.5;6.1;10.1;2.1
FRE00104072;DIJON LONGVIC, FR;2016-01;0.0;427.5;81.2;4.5;7.5;1.6
FRE00104072;DIJON LONGVIC, FR;2016-02;0.0;325.7;65.1;5.3;8.8;1.9
FRE00104072;DIJON LONGVIC, FR;2016-03;0.0;372.6;52.7;6.3;11.1;1.5
FRE00104072;DIJON LONGVIC, FR;2016-04;0.0;256.3;121.3;9.8;14.4;5.1
FRE00104072;DIJON LONGVIC, FR;2016-05;2.4;148.2;125.1;13.6;18.7;8.5
FRE00104072;DIJON LONGVIC, FR;2016-06;30.2;31.2;92.6;18.3;23.2;13.4
FRE00104072;DIJON LONGVIC, FR;2016-07;87.8;11.4;39.0;20.8;27.0;14.6
FRE00104072;DIJON LONGVIC, FR;2016-08;87.3;10.4;33.6;20.8;27.4;14.2
FRE00104072;DIJON LONGVIC, FR;2016-09;49.2;35.2;49.1;18.8;24.5;13.1
FRE00104072;DIJON LONGVIC, FR;2016-10;0.0;235.4;73.9;10.7;15.1;6.3
FRE00104072;DIJON LONGVIC, FR;2016-11;0.0;348.3;93.8;6.7;9.7;3.7
FRE00104072;DIJON LONGVIC, FR;2016-12;0.0;528.1;8.0;1.3;4.2;-1.6
FRE00104072;DIJON LONGVIC, FR;2017-01;0.0;580.3;24.5;-0.4;2.6;-3.4
FRE00104072;DIJON LONGVIC, FR;2017-02;0.0;343.9;38.7;6.1;10.6;1.5
FRE00104072;DIJON LONGVIC, FR;2017-03;0.0;259.1;45.7;10.0;15.4;4.6
FRE00104072;DIJON LONGVIC, FR;2017-04;0.0;244.4;25.5;10.2;16.4;3.9
FRE00104072;DIJON LONGVIC, FR;2017-05;18.7;113.2;77.0;15.1;21.3;9.0
FRE00104072;DIJON LONGVIC, FR;2017-06;90.5;17.7;68.9;20.8;27.4;14.2
FRE00104072;DIJON LONGVIC, FR;2017-07;98.8;4.5;69.2;21.4;27.3;15.5
FRE00104072;DIJON LONGVIC, FR;2017-08;106.4;12.1;51.8;21.4;27.6;15.2
FRE00104072;DIJON LONGVIC, FR;2017-09;3.3;106.9;55.4;14.9;19.8;10.0
FRE00104072;DIJON LONGVIC, FR;2017-10;0.0;185.7;12.2;12.3;17.7;7.0
FRE00104072;DIJON LONGVIC, FR;2017-11;0.0;372.8;58.8;5.9;9.4;2.4
FRE00104072;DIJON LONGVIC, FR;2017-12;0.0;449.4;95.3;3.8;6.5;1.1
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
FRE00104092;CLERMONT FERRAND, FR;1998-09;16.3;76.9;69.8;16.3;21.5;11.1
FRE00104092;CLERMONT FERRAND, FR;1998-10;0.0;192.1;37.6;12.1;16.3;8.0
FRE00104092;CLERMONT FERRAND, FR;1998-11;0.0;413.7;27.2;4.5;8.9;0.2
FRE00104092;CLERMONT FERRAND, FR;1998-12;0.0;430.9;12.2;4.4;8.1;0.7
FRE00104092;CLERMONT FERRAND, FR;1999-01;0.0;322.9;34.0;6.1;10.4;1.8
FRE00104092;CLERMONT FERRAND, FR;1999-02;0.0;396.7;35.4;4.2;7.1;1.2
FRE00104092;CLERMONT FERRAND, FR;1999-03;0.0;295.7;22.6;8.8;14.2;3.4
FRE00104092;CLERMONT FERRAND, FR;1999-04;0.0;229.7;19.4;10.7;15.9;5.4
FRE00104092;CLERMONT FERRAND, FR;1999-05;19.7;70.1;70.8;16.7;22.3;11.1
FRE00104092;CLERMONT FERRAND, FR;1999-06;18.1;70.3;20.0;16.6;23.1;10.1
FRE00104092;CLERMONT FERRAND, FR;1999-07;77.7;10.5;90.6;20.5;26.7;14.3
FRE00104092;CLERMONT FERRAND, FR;1999-08;71.7;7.6;74.4;20.4;26.1;14.6
FRE00104092;CLERMONT FERRAND, FR;1999-09;40.9;22.4;49.6;18.9;24.6;13.4
FRE00104092;CLERMONT FERRAND, FR;1999-10;0.0;175.7;41.2;12.7;17.3;8.1
FRE00104092;CLERMONT FERRAND, FR;1999-11;0.0;387.5;40.4;4.8;8.3;1.2
FRE00104092;CLERMONT FERRAND, FR;1999-12;0.0;353.3;38.0;5.2;9.6;0.9
FRE00104092;CLERMONT FERRAND, FR;2000-01;0.0;439.0;7.6;3.0;6.8;-0.8
FRE00104092;CLERMONT FERRAND, FR;2000-02;0.0;298.7;15.2;7.3;12.4;2.2
FRE00104092;CLERMONT FERRAND, FR;2000-03;0.0;334.3;17.0;7.6;12.9;2.1
FRE00104092;CLERMONT FERRAND, FR;2000-04;0.2;223.7;48.4;10.9;16.4;5.4
FRE00104092;CLERMONT FERRAND, FR;2000-05;6.2;79.3;52.2;16.0;21.6;10.3
FRE00104092;CLERMONT FERRAND, FR;2000-06;41.4;33.9;92.8;18.6;24.5;12.7
FRE00104092;CLERMONT FERRAND, FR;2000-07;30.8;38.6;84.6;18.1;24.1;12.1
FRE00104092;CLERMONT FERRAND, FR;2000-08;86.4;10.6;83.8;20.8;27.0;14.5
FRE00104092;CLERMONT FERRAND, FR;2000-09;26.4;42.0;95.2;17.8;24.2;11.5
FRE00104092;CLERMONT FERRAND, FR;2000-10;0.0;178.9;27.2;12.6;17.0;8.1
FRE00104092;CLERMONT FERRAND, FR;2000-11;0.0;272.0;41.2;9.3;13.1;5.4
FRE00104092;CLERMONT FERRAND, FR;2000-12;0.0;313.3;7.4;8.2;12.3;4.1
FRE00104092;CLERMONT FERRAND, FR;2001-01;0.0;358.3;37.8;6.0;9.3;2.7
FRE00104092;CLERMONT FERRAND, FR;2001-02;0.0;357.6;4.0;5.6;10.0;1.1
FRE00104092;CLERMONT FERRAND, FR;2001-03;0.0;232.2;55.6;10.8;15.4;6.3
FRE00104092;CLERMONT FERRAND, FR;2001-04;0.0;270.1;60.6;9.3;13.6;5.0
FRE00104092;CLERMONT FERRAND, FR;2001-05;15.4;108.0;58.2;15.4;20.7;10.0
FRE00104092;CLERMONT FERRAND, FR;2001-06;27.4;63.4;22.6;17.1;23.6;10.6
FRE00104092;CLERMONT FERRAND, FR;2001-07;68.2;15.1;62.2;20.1;26.2;13.9
FRE00104092;CLERMONT FERRAND, FR;2001-08;98.2;9.6;52.4;21.2;27.4;14.9
FRE00104092;CLERMONT FERRAND, FR;2001-09;0.0;121.5;46.6;14.3;19.6;9.0
FRE00104092;CLERMONT FERRAND, FR;2001-10;10.8;89.1;116.6;15.7;21.5;10.0
FRE00104092;CLERMONT FERRAND, FR;2001-11;0.0;381.6;22.6;4.3;8.2;0.4
FRE00104092;CLERMONT FERRAND, FR;2001-12;0.0;473.6;3.2;0.9;4.5;-2.8
FRE00104092;CLERMONT FERRAND, FR;2002-01;0.0;408.1;6.6;5.2;10.3;0.1
FRE00104092;CLERMONT FERRAND, FR;2002-02;0.0;236.2;15.2;8.3;12.3;4.2
FRE00104092;CLERMONT FERRAND, FR;2002-03;0.0;277.6;5.4;9.4;14.8;4.0
FRE00104092;CLERMONT FERRAND, FR;2002-04;0.0;236.7;26.0;10.4;16.5;4.4
FRE00104092;CLERMONT FERRAND, FR;2002-05;6.3;157.3;95.0;13.5;19.0;7.9
FRE00104092;CLERMONT FERRAND, FR;2002-06;69.5;36.0;84.2;19.4;25.4;13.5
FRE00104092;CLERMONT FERRAND, FR;2002-07;48.9;17.6;49.6;19.3;25.0;13.7
FRE00104092;CLERMONT FERRAND, FR;2002-08;37.9;14.7;85.2;19.1;24.4;13.7
FRE00104092;CLERMONT FERRAND, FR;2002-09;5.6;105.1;61.2;15.0;20.4;9.7
FRE00104092;CLERMONT FERRAND, FR;2002-10;0.9;162.3;25.4;13.1;18.3;8.0
FRE00104092;CLERMONT FERRAND, FR;2002-11;0.0;257.4;72.6;9.8;13.9;5.6
FRE00104092;CLERMONT FERRAND, FR;2002-12;0.0;280.5;30.2;7.7;10.8;4.7
FRE00104092;CLERMONT FERRAND, FR;2003-01;0.0;428.2;18.6;2.2;6.1;-1.7
FRE00104092;CLERMONT FERRAND, FR;2003-02;0.0;391.8;17.8;3.3;7.6;-0.9
FRE00104092;CLERMONT FERRAND, FR;2003-03;0.0;267.3;16.4;9.7;16.3;3.1
FRE00104092;CLERMONT FERRAND, FR;2003-04;1.4;203.4;14.0;11.6;18.0;5.2
FRE00104092;CLERMONT FERRAND, FR;2003-05;12.9;95.5;18.2;15.7;21.9;9.5
FRE00104092;CLERMONT FERRAND, FR;2003-06;158.5;0.0;49.8;23.6;30.2;17.0
FRE00104092;CLERMONT FERRAND, FR;2003-07;103.5;3.6;51.6;21.6;28.3;14.9
FRE00104092;CLERMONT FERRAND, FR;2003-08;199.2;2.4;63.0;24.7;32.1;17.3
FRE00104092;CLERMONT FERRAND, FR;2003-09;9.4;65.5;39.2;16.5;22.6;10.4
FRE00104092;CLERMONT FERRAND, FR;2003-10;4.2;190.1;48.4;11.3;16.1;6.5
FRE00104092;CLERMONT FERRAND, FR;2003-11;0.0;280.1;47.0;8.5;13.5;3.5
FRE00104092;CLERMONT FERRAND, FR;2003-12;0.0;403.0;68.4;4.5;8.1;0.8
FRE00104092;CLERMONT FERRAND, FR;2004-01;0.0;374.4;61.6;4.7;8.0;1.4
FRE00104092;CLERMONT FERRAND, FR;2004-02;0.0;377.2;28.0;4.4;9.3;-0.6
FRE00104092;CLERMONT FERRAND, FR;2004-03;0.0;365.6;39.2;6.5;11.4;1.6
FRE00104092;CLERMONT FERRAND, FR;2004-04;0.0;258.6;104.8;9.7;14.2;5.2
FRE00104092;CLERMONT FERRAND, FR;2004-05;1.2;164.9;26.8;13.1;19.1;7.0
FRE00104092;CLERMONT FERRAND, FR;2004-06;40.4;32.9;21.4;18.6;24.6;12.6
FRE00104092;CLERMONT FERRAND, FR;2004-07;58.1;24.3;66.2;19.4;25.6;13.2
FRE00104092;CLERMONT FERRAND, FR;2004-08;68.9;12.5;175.8;20.1;25.3;15.0
FRE00104092;CLERMONT FERRAND, FR;2004-09;27.5;57.4;14.2;17.3;23.2;11.4
FRE00104092;CLERMONT FERRAND, FR;2004-10;5.9;117.8;85.2;14.6;19.2;10.1
FRE00104092;CLERMONT FERRAND, FR;2004-11;0.0;352.0;38.8;6.6;9.7;3.5
FRE00104092;CLERMONT FERRAND, FR;2004-12;0.0;419.6;22.4;3.9;7.7;0.2
FRE00104092;CLERMONT FERRAND, FR;2005-01;0.0;451.0;18.0;3.8;7.8;-0.2
FRE00104092;CLERMONT FERRAND, FR;2005-02;0.0;452.4;12.6;1.2;4.9;-2.5
FRE00104092;CLERMONT FERRAND, FR;2005-03;0.0;330.4;35.2;7.7;12.9;2.4
FRE00104092;CLERMONT FERRAND, FR;2005-04;2.3;220.5;113.6;11.1;16.2;5.9
FRE00104092;CLERMONT FERRAND, FR;2005-05;23.8;118.5;79.2;15.3;21.3;9.3
FRE00104092;CLERMONT FERRAND, FR;2005-06;78.9;34.5;56.6;19.8;26.1;13.6
FRE00104092;CLERMONT FERRAND, FR;2005-07;92.5;12.8;29.6;20.9;27.0;14.8
FRE00104092;CLERMONT FERRAND, FR;2005-08;27.1;30.0;17.0;18.2;24.9;11.6
FRE00104092;CLERMONT FERRAND, FR;2005-09;24.3;63.8;33.8;17.0;23.2;10.8
FRE00104092;CLERMONT FERRAND, FR;2005-10;3.3;79.6;37.8;15.9;20.8;11.0
FRE00104092;CLERMONT FERRAND, FR;2005-11;0.0;359.6;51.4;6.4;10.4;2.3
FRE00104092;CLERMONT FERRAND, FR;2005-12;0.0;480.3;10.8;1.8;5.2;-1.5
FRE00104092;CLERMONT FERRAND, FR;2006-01;0.0;491.3;23.6;2.5;6.1;-1.2
FRE00104092;CLERMONT FERRAND, FR;2006-02;0.0;440.0;15.6;2.6;5.9;-0.6
FRE00104092;CLERMONT FERRAND, FR;2006-03;0.0;303.1;53.8;7.9;13.0;2.7
FRE00104092;CLERMONT FERRAND, FR;2006-04;0.0;232.3;90.6;10.6;16.1;5.1
FRE00104092;CLERMONT FERRAND, FR;2006-05;4.1;116.8;87.0;14.7;20.2;9.1
FRE00104092;CLERMONT FERRAND, FR;2006-06;73.1;43.0;72.8;19.3;26.1;12.5
FRE00104092;CLERMONT FERRAND, FR;2006-07;168.9;0.0;115.4;23.8;30.3;17.3
FRE00104092;CLERMONT FERRAND, FR;2006-08;13.4;32.7;82.8;17.7;22.5;12.9
FRE00104092;CLERMONT FERRAND, FR;2006-09;50.8;19.3;89.4;19.4;24.9;13.9
FRE00104092;CLERMONT FERRAND, FR;2006-10;6.4;83.6;33.6;15.8;20.6;11.1
FRE00104092;CLERMONT FERRAND, FR;2006-11;0.0;235.9;25.4;9.7;14.9;4.5
FRE00104092;CLERMONT FERRAND, FR;2006-12;0.0;428.2;9.8;4.5;8.7;0.4
FRE00104092;CLERMONT FERRAND, FR;2007-01;0.0;391.6;35.4;5.7;9.2;2.2
FRE00104092;CLERMONT FERRAND, FR;2007-02;0.0;287.3;13.4;8.1;12.7;3.5
FRE00104092;CLERMONT FERRAND, FR;2007-03;0.0;328.8;28.2;7.7;12.7;2.7
FRE00104092;CLERMONT FERRAND, FR;2007-04;4.4;128.9;33.6;14.2;21.0;7.3
FRE00104092;CLERMONT FERRAND, FR;2007-05;15.0;87.9;65.6;16.0;21.0;10.9
FRE00104092;CLERMONT FERRAND, FR;2007-06;29.9;31.1;80.0;18.3;23.5;13.1
FRE00104092;CLERMONT FERRAND, FR;2007-07;52.8;23.0;49.8;19.3;24.7;13.9
FRE00104092;CLERMONT FERRAND, FR;2007-08;37.5;36.7;131.6;18.4;23.7;13.1
FRE00104092;CLERMONT FERRAND, FR;2007-09;4.0;112.6;67.0;14.7;20.3;9.1
FRE00104092;CLERMONT FERRAND, FR;2007-10;3.2;208.3;13.0;11.7;16.4;7.1
FRE00104092;CLERMONT FERRAND, FR;2007-11;0.0;327.6;45.8;5.7;9.3;2.1
FRE00104092;CLERMONT FERRAND, FR;2007-12;0.0;444.9;24.0;4.0;7.9;0.1
FRE00104092;CLERMONT FERRAND, FR;2008-01;0.0;374.3;10.4;6.3;11.0;1.5
FRE00104092;CLERMONT FERRAND, FR;2008-02;0.0;325.6;7.4;7.1;13.3;0.9
FRE00104092;CLERMONT FERRAND, FR;2008-03;0.0;347.3;35.6;7.1;11.5;2.8
FRE00104092;CLERMONT FERRAND, FR;2008-04;0.0;254.0;63.4;9.9;15.1;4.6
FRE00104092;CLERMONT FERRAND, FR;2008-05;0.6;74.8;109.2;15.9;21.9;10.0
FRE00104092;CLERMONT FERRAND, FR;2008-06;38.4;59.2;85.4;17.6;22.5;12.7
FRE00104092;CLERMONT FERRAND, FR;2008-07;53.3;25.0;92.8;19.2;25.7;12.8
FRE00104092;CLERMONT FERRAND, FR;2008-08;48.6;19.9;47.4;19.3;25.3;13.3
FRE00104092;CLERMONT FERRAND, FR;2008-09;14.0;124.9;67.6;14.6;20.6;8.6
FRE00104092;CLERMONT FERRAND, FR;2008-10;0.4;180.0;85.4;12.2;17.1;7.2
FRE00104092;CLERMONT FERRAND, FR;2008-11;0.0;339.4;72.4;7.0;10.3;3.8
FRE00104092;CLERMONT FERRAND, FR;2008-12;0.0;484.6;57.2;2.7;5.4;0.1
FRE00104092;CLERMONT FERRAND, FR;2009-01;0.0;521.2;23.2;1.5;5.8;-2.8
FRE00104092;CLERMONT FERRAND, FR;2009-02;0.0;408.2;18.0;3.8;8.0;-0.5
FRE00104092;CLERMONT FERRAND, FR;2009-03;0.0;340.9;6.2;7.3;12.9;1.8
FRE00104092;CLERMONT FERRAND, FR;2009-04;0.0;196.4;105.2;11.8;16.7;6.9
FRE00104092;CLERMONT FERRAND, FR;2009-05;22.2;77.0;36.6;16.6;22.6;10.6
FRE00104092;CLERMONT FERRAND, FR;2009-06;29.9;38.0;48.6;18.1;23.9;12.3
FRE00104092;CLERMONT FERRAND, FR;2009-07;76.8;5.9;73.8;20.6;26.7;14.6
FRE00104092;CLERMONT FERRAND, FR;2009-08;101.1;9.3;90.4;21.3;27.9;14.7
FRE00104092;CLERMONT FERRAND, FR;2009-09;14.0;51.1;25.0;17.1;22.8;11.4
FRE00104092;CLERMONT FERRAND, FR;2009-10;10.0;192.5;25.0;12.4;18.1;6.8
FRE00104092;CLERMONT FERRAND, FR;2009-11;0.0;231.9;20.6;10.6;14.7;6.5
FRE00104092;CLERMONT FERRAND, FR;2009-12;;;37.4;4.6;8.5;0.7
FRE00104092;CLERMONT FERRAND, FR;2010-01;0.0;508.6;19.4;0.8;4.1;-2.5
FRE00104092;CLERMONT FERRAND, FR;2010-02;0.0;405.0;22.4;3.9;7.5;0.2
FRE00104092;CLERMONT FERRAND, FR;2010-03;0.0;349.9;32.5;7.1;12.0;2.1
FRE00104092;CLERMONT FERRAND, FR;2010-04;1.7;210.6;30.6;11.4;17.6;5.2
FRE00104092;CLERMONT FERRAND, FR;2010-05;5.5;192.3;84.7;12.3;16.9;7.7
FRE00104092;CLERMONT FERRAND, FR;2010-06;24.4;65.2;140.9;17.0;22.2;11.7
FRE00104092;CLERMONT FERRAND, FR;2010-07;99.2;6.0;91.8;21.3;27.4;15.3
FRE00104092;CLERMONT FERRAND, FR;2010-08;56.9;21.9;31.4;19.5;25.0;13.9
FRE00104092;CLERMONT FERRAND, FR;2010-09;6.1;95.3;76.2;15.4;21.3;9.4
FRE00104092;CLERMONT FERRAND, FR;2010-10;3.4;210.9;84.0;11.6;16.3;6.9
FRE00104092;CLERMONT FERRAND, FR;2010-11;0.0;304.0;64.9;7.6;10.9;4.3
FRE00104092;CLERMONT FERRAND, FR;2010-12;0.0;439.1;49.1;1.8;6.1;-2.6
FRE00104092;CLERMONT FERRAND, FR;2011-01;0.0;460.0;2.0;3.5;7.2;-0.2
FRE00104092;CLERMONT FERRAND, FR;2011-02;0.0;357.3;16.8;5.6;10.9;0.3
FRE00104092;CLERMONT FERRAND, FR;2011-03;0.0;307.2;42.2;8.4;14.0;2.9
FRE00104092;CLERMONT FERRAND, FR;2011-04;0.0;145.1;13.2;13.5;20.4;6.6
FRE00104092;CLERMONT FERRAND, FR;2011-05;15.8;63.4;60.9;16.8;23.2;10.4
FRE00104092;CLERMONT FERRAND, FR;2011-06;25.6;47.0;42.1;17.9;23.6;12.1
FRE00104092;CLERMONT FERRAND, FR;2011-07;18.9;42.7;98.8;17.6;23.1;12.1
FRE00104092;CLERMONT FERRAND, FR;2011-08;105.3;18.7;69.2;21.1;27.5;14.7
FRE00104092;CLERMONT FERRAND, FR;2011-09;44.9;30.5;37.2;18.8;25.0;12.6
FRE00104092;CLERMONT FERRAND, FR;2011-10;4.2;142.4;31.5;13.9;19.4;8.4
FRE00104092;CLERMONT FERRAND, FR;2011-11;0.0;235.1;57.4;10.5;15.3;5.7
FRE00104092;CLERMONT FERRAND, FR;2011-12;0.0;339.5;38.5;7.4;10.8;4.0
FRE00104092;CLERMONT FERRAND, FR;2012-01;0.0;383.9;25.1;5.0;8.2;1.8
FRE00104092;CLERMONT FERRAND, FR;2012-02;0.0;528.2;2.6;-1.4;3.0;-5.7
FRE00104092;CLERMONT FERRAND, FR;2012-03;0.0;265.1;12.3;9.8;16.2;3.4
FRE00104092;CLERMONT FERRAND, FR;2012-04;0.0;256.6;69.9;9.8;14.5;5.1
FRE00104092;CLERMONT FERRAND, FR;2012-05;21.3;109.5;93.0;15.5;21.3;9.7
FRE00104092;CLERMONT FERRAND, FR;2012-06;59.8;26.5;57.2;19.5;25.1;13.9
FRE00104092;CLERMONT FERRAND, FR;2012-07;49.9;19.0;54.4;19.4;25.5;13.2
FRE00104092;CLERMONT FERRAND, FR;2012-08;107.8;5.0;59.3;21.6;28.6;14.7
FRE00104092;CLERMONT FERRAND, FR;2012-09;25.8;63.1;46.8;17.1;22.6;11.6
FRE00104092;CLERMONT FERRAND, FR;2012-10;10.0;126.4;38.2;14.1;19.3;9.0
FRE00104092;CLERMONT FERRAND, FR;2012-11;0.0;303.0;12.2;8.2;12.9;3.6
FRE00104092;CLERMONT FERRAND, FR;2012-12;0.0;378.1;27.2;6.1;9.8;2.5
FRE00104092;CLERMONT FERRAND, FR;2013-01;0.0;471.2;33.6;3.1;6.3;0.0
FRE00104092;CLERMONT FERRAND, FR;2013-02;0.0;433.5;17.1;1.9;5.7;-1.8
FRE00104092;CLERMONT FERRAND, FR;2013-03;0.0;341.1;33.8;6.5;11.1;1.9
FRE00104092;CLERMONT FERRAND, FR;2013-04;0.0;223.0;69.0;10.4;15.7;5.1
FRE00104092;CLERMONT FERRAND, FR;2013-05;0.0;210.5;70.8;11.5;16.0;7.1
FRE00104092;CLERMONT FERRAND, FR;2013-06;26.5;62.8;22.6;17.1;22.7;11.6
FRE00104092;CLERMONT FERRAND, FR;2013-07;108.3;1.4;60.8;21.8;28.7;14.8
FRE00104092;CLERMONT FERRAND, FR;2013-08;67.5;19.5;114.1;19.9;25.9;13.9
FRE00104092;CLERMONT FERRAND, FR;2013-09;27.9;59.1;58.4;17.3;22.6;12.0
FRE00104092;CLERMONT FERRAND, FR;2013-10;12.0;124.2;55.1;14.7;18.9;10.6
FRE00104092;CLERMONT FERRAND, FR;2013-11;0.0;369.2;61.2;6.0;9.1;3.0
FRE00104092;CLERMONT FERRAND, FR;2013-12;0.0;392.3;8.0;5.7;10.5;0.9
FRE00104092;CLERMONT FERRAND, FR;2014-01;0.0;343.6;56.2;7.3;11.1;3.4
FRE00104092;CLERMONT FERRAND, FR;2014-02;0.0;304.0;12.8;7.5;11.6;3.3
FRE00104092;CLERMONT FERRAND, FR;2014-03;0.0;288.8;13.8;9.0;15.5;2.5
FRE00104092;CLERMONT FERRAND, FR;2014-04;0.0;194.0;38.3;11.9;18.0;5.7
FRE00104092;CLERMONT FERRAND, FR;2014-05;1.3;131.1;36.9;14.1;19.8;8.5
FRE00104092;CLERMONT FERRAND, FR;2014-06;52.5;25.7;37.1;19.2;25.7;12.8
FRE00104092;CLERMONT FERRAND, FR;2014-07;60.1;18.4;148.9;19.7;24.7;14.6
FRE00104092;CLERMONT FERRAND, FR;2014-08;25.8;26.2;54.1;18.3;23.7;13.0
FRE00104092;CLERMONT FERRAND, FR;2014-09;22.5;51.9;60.5;17.4;23.3;11.4
FRE00104092;CLERMONT FERRAND, FR;2014-10;7.2;89.7;58.2;15.7;21.0;10.3
FRE00104092;CLERMONT FERRAND, FR;2014-11;0.0;218.8;84.9;10.7;15.2;6.2
FRE00104092;CLERMONT FERRAND, FR;2014-12;0.0;407.5;26.5;4.8;8.1;1.5
FRE00104092;CLERMONT FERRAND, FR;2015-01;0.0;399.7;21.4;4.7;8.7;0.7
FRE00104092;CLERMONT FERRAND, FR;2015-02;0.0;418.7;21.2;3.4;7.4;-0.6
FRE00104092;CLERMONT FERRAND, FR;2015-03;0.0;304.7;29.7;8.5;13.5;3.5
FRE00104092;CLERMONT FERRAND, FR;2015-04;0.0;179.1;27.8;12.4;18.8;6.0
FRE00104092;CLERMONT FERRAND, FR;2015-05;17.9;100.8;15.8;15.7;22.0;9.3
FRE00104092;CLERMONT FERRAND, FR;2015-06;57.2;9.0;40.4;19.9;26.6;13.3
FRE00104092;CLERMONT FERRAND, FR;2015-07;178.5;5.5;9.2;23.9;31.1;16.7
FRE00104092;CLERMONT FERRAND, FR;2015-08;112.6;9.4;71.5;21.7;28.0;15.3
FRE00104092;CLERMONT FERRAND, FR;2015-09;5.2;100.8;70.1;15.1;20.8;9.5
FRE00104092;CLERMONT FERRAND, FR;2015-10;1.0;210.0;40.1;11.0;15.8;6.3
FRE00104092;CLERMONT FERRAND, FR;2015-11;0.0;226.1;23.9;10.3;15.6;4.9
FRE00104092;CLERMONT FERRAND, FR;2015-12;0.0;297.5;8.0;8.7;13.8;3.6
