STATION;NAME;DATE;CLDD;HTDD;PRCP;TAVG;TMAX;TMIN
FRE00104092;CLERMONT FERRAND, FR;2016-01;0.0;351.7;53.7;7.0;10.9;3.1
FRE00104092;CLERMONT FERRAND, FR;2016-02;0.0;317.3;25.6;6.6;10.5;2.6
FRE00104092;CLERMONT FERRAND, FR;2016-03;0.0;352.8;27.5;6.7;12.2;1.2
FRE00104092;CLERMONT FERRAND, FR;2016-04;0.0;220.0;100.2;10.3;15.6;5.0
FRE00104092;CLERMONT FERRAND, FR;2016-05;3.7;139.6;100.7;13.9;19.3;8.6
FRE00104092;CLERMONT FERRAND, FR;2016-06;31.4;39.6;67.7;18.1;22.7;13.4
FRE00104092;CLERMONT FERRAND, FR;2016-07;89.4;13.1;21.5;20.8;27.3;14.3
FRE00104092;CLERMONT FERRAND, FR;2016-08;111.2;10.1;24.9;21.6;28.6;14.6
FRE00104092;CLERMONT FERRAND, FR;2016-09;61.1;34.3;40.5;19.2;25.2;13.3
FRE00104092;CLERMONT FERRAND, FR;2016-10;0.0;247.3;55.6;10.4;15.5;5.2
FRE00104092;CLERMONT FERRAND, FR;2016-11;0.0;294.3;70.8;8.0;12.0;4.1
FRE00104092;CLERMONT FERRAND, FR;2016-12;0.0;452.4;28.4;3.7;8.5;-1.0
FRE00104092;CLERMONT FERRAND, FR;2017-01;0.0;532.5;24.5;1.1;4.8;-2.5
FRE00104092;CLERMONT FERRAND, FR;2017-02;0.0;290.7;17.8;7.9;12.8;3.1
FRE00104092;CLERMONT FERRAND, FR;2017-03;0.0;242.4;65.5;10.5;16.0;5.1
FRE00104092;CLERMONT FERRAND, FR;2017-04;0.0;239.7;30.5;10.3;16.5;4.2
FRE00104092;CLERMONT FERRAND, FR;2017-05;25.8;106.1;117.0;15.7;21.7;9.8
FRE00104092;CLERMONT FERRAND, FR;2017-06;98.8;15.2;71.9;21.1;26.8;15.4
FRE00104092;CLERMONT FERRAND, FR;2017-07;107.1;4.5;35.9;21.6;27.3;16.0
FRE00104092;CLERMONT FERRAND, FR;2017-08;118.0;16.9;64.0;21.8;28.5;15.0
FRE00104092;CLERMONT FERRAND, FR;2017-09;5.9;85.3;35.8;15.7;20.8;10.6
FRE00104092;CLERMONT FERRAND, FR;2017-10;4.6;133.7;7.6;14.2;20.3;8.1
FRE00104092;CLERMONT FERRAND, FR;2017-11;0.0;345.7;48.9;6.8;10.9;2.7
FRE00104092;CLERMONT FERRAND, FR;2017-12;0.0;390.5;40.7;4.9;8.2;1.5
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
FRM00007222;NANTES BOUGUENAIS, FR;1998-09;10.0;49.4;123.8;17.0;21.1;13.0
FRM00007222;NANTES BOUGUENAIS, FR;1998-10;0.0;163.3;110.4;13.1;16.5;9.6
FRM00007222;NANTES BOUGUENAIS, FR;1998-11;0.0;342.9;43.6;6.9;10.8;3.0
FRM00007222;NANTES BOUGUENAIS, FR;1998-12;0.0;364.1;138.6;6.6;9.6;3.5
FRM00007222;NANTES BOUGUENAIS, FR;1999-01;0.0;312.3;89.4;7.5;10.6;4.4
FRM00007222;NANTES BOUGUENAIS, FR;1999-02;0.0;323.9;57.4;6.8;9.8;3.8
FRM00007222;NANTES BOUGUENAIS, FR;1999-03;0.0;266.1;38.2;9.8;13.8;5.7
FRM00007222;NANTES BOUGUENAIS, FR;1999-04;0.0;209.2;115.2;11.4;15.2;7.5
FRM00007222;NANTES BOUGUENAIS, FR;1999-05;7.2;90.6;97.1;15.6;20.3;11.0
FRM00007222;NANTES BOUGUENAIS, FR;1999-06;18.4;62.4;44.4;16.9;21.5;12.3
FRM00007222;NANTES BOUGUENAIS, FR;1999-07;88.4;5.0;32.8;21.0;26.5;15.5
FRM00007222;NANTES BOUGUENAIS, FR;1999-08;45.1;10.0;73.0;19.5;24.5;14.4
FRM00007222;NANTES BOUGUENAIS, FR;1999-09;32.8;39.0;199.8;18.1;22.8;13.4
FRM00007222;NANTES BOUGUENAIS, FR;1999-10;0.0;154.1;103.6;13.4;17.1;9.7
FRM00007222;NANTES BOUGUENAIS, FR;1999-11;0.0;311.9;64.8;7.9;11.5;4.4
FRM00007222;NANTES BOUGUENAIS, FR;1999-12;0.0;339.6;171.4;7.4;10.8;4.0
FRM00007222;NANTES BOUGUENAIS, FR;2000-01;0.0;407.9;28.2;5.2;7.9;2.4
FRM00007222;NANTES BOUGUENAIS, FR;2000-02;0.0;287.3;87.2;8.4;11.7;5.1
FRM00007222;NANTES BOUGUENAIS, FR;2000-03;0.0;303.5;25.8;8.5;13.2;3.9
FRM00007222;NANTES BOUGUENAIS, FR;2000-04;0.0;237.1;79.4;10.4;14.6;6.3
FRM00007222;NANTES BOUGUENAIS, FR;2000-05;4.3;94.2;72.8;15.4;19.4;11.5
FRM00007222;NANTES BOUGUENAIS, FR;2000-06;27.8;41.3;37.4;17.9;22.6;13.2
FRM00007222;NANTES BOUGUENAIS, FR;2000-07;21.1;29.5;58.4;18.1;22.9;13.3
FRM00007222;NANTES BOUGUENAIS, FR;2000-08;57.8;10.0;29.4;19.9;25.5;14.3
FRM00007222;NANTES BOUGUENAIS, FR;2000-09;26.6;44.3;95.2;17.7;22.8;12.7
FRM00007222;NANTES BOUGUENAIS, FR;2000-10;0.0;181.2;153.4;12.5;16.3;8.7
FRM00007222;NANTES BOUGUENAIS, FR;2000-11;0.0;269.2;189.2;9.4;12.7;6.1
FRM00007222;NANTES BOUGUENAIS, FR;2000-12;0.0;269.8;133.8;9.1;12.0;6.2
FRM00007222;NANTES BOUGUENAIS, FR;2001-01;0.0;328.9;177.8;7.0;9.9;4.0
FRM00007222;NANTES BOUGUENAIS, FR;2001-02;0.0;320.5;72.0;6.9;10.4;3.3
FRM00007222;NANTES BOUGUENAIS, FR;2001-03;0.0;245.3;139.8;10.4;13.4;7.4
FRM00007222;NANTES BOUGUENAIS, FR;2001-04;0.0;246.8;82.6;10.1;13.9;6.3
FRM00007222;NANTES BOUGUENAIS, FR;2001-05;11.7;113.0;28.0;15.1;20.2;9.9
FRM00007222;NANTES BOUGUENAIS, FR;2001-06;29.1;58.8;34.2;17.4;23.2;11.5
FRM00007222;NANTES BOUGUENAIS, FR;2001-07;44.6;24.9;113.4;19.2;24.5;13.9
FRM00007222;NANTES BOUGUENAIS, FR;2001-08;58.0;18.2;55.2;19.6;24.7;14.5
FRM00007222;NANTES BOUGUENAIS, FR;2001-09;0.0;93.8;34.2;15.2;20.9;9.5
FRM00007222;NANTES BOUGUENAIS, FR;2001-10;5.7;82.1;101.6;15.9;19.8;12.0
FRM00007222;NANTES BOUGUENAIS, FR;2001-11;0.0;325.7;38.2;7.5;11.2;3.7
FRM00007222;NANTES BOUGUENAIS, FR;2001-12;0.0;425.2;42.2;3.7;7.0;0.4
FRM00007222;NANTES BOUGUENAIS, FR;2002-01;0.0;316.6;59.0;8.1;10.9;5.4
FRM00007222;NANTES BOUGUENAIS, FR;2002-02;0.0;267.0;82.6;8.8;11.9;5.7
FRM00007222;NANTES BOUGUENAIS, FR;2002-03;0.0;271.9;63.8;9.6;13.8;5.3
FRM00007222;NANTES BOUGUENAIS, FR;2002-04;0.0;216.1;20.6;11.1;16.0;6.2
FRM00007222;NANTES BOUGUENAIS, FR;2002-05;2.9;145.0;88.4;13.8;18.6;8.9
FRM00007222;NANTES BOUGUENAIS, FR;2002-06;16.7;55.2;21.4;17.1;22.2;11.9
FRM00007222;NANTES BOUGUENAIS, FR;2002-07;32.4;35.6;40.6;18.2;23.5;13.0
FRM00007222;NANTES BOUGUENAIS, FR;2002-08;25.4;19.8;67.2;18.5;23.5;13.5
FRM00007222;NANTES BOUGUENAIS, FR;2002-09;6.9;57.8;26.0;16.6;22.2;11.0
FRM00007222;NANTES BOUGUENAIS, FR;2002-10;0.5;143.6;109.8;13.7;17.7;9.7
FRM00007222;NANTES BOUGUENAIS, FR;2002-11;0.0;225.7;181.8;10.8;13.9;7.7
FRM00007222;NANTES BOUGUENAIS, FR;2002-12;0.0;243.9;155.4;9.0;11.6;6.5
FRM00007222;NANTES BOUGUENAIS, FR;2003-01;0.0;411.9;87.2;4.2;7.6;0.8
FRM00007222;NANTES BOUGUENAIS, FR;2003-02;0.0;324.6;63.6;5.8;9.7;1.8
FRM00007222;NANTES BOUGUENAIS, FR;2003-03;0.0;225.5;30.4;11.1;15.8;6.3
FRM00007222;NANTES BOUGUENAIS, FR;2003-04;0.0;179.0;30.8;12.4;17.5;7.3
FRM00007222;NANTES BOUGUENAIS, FR;2003-05;12.7;130.1;55.0;14.6;19.4;9.7
FRM00007222;NANTES BOUGUENAIS, FR;2003-06;71.0;9.1;53.2;20.4;25.8;15.0
FRM00007222;NANTES BOUGUENAIS, FR;2003-07;63.7;5.9;67.8;20.2;25.4;15.0
FRM00007222;NANTES BOUGUENAIS, FR;2003-08;167.9;3.5;15.4;23.6;30.1;17.2
FRM00007222;NANTES BOUGUENAIS, FR;2003-09;23.8;38.7;50.8;17.8;23.9;11.8
FRM00007222;NANTES BOUGUENAIS, FR;2003-10;0.0;220.1;92.2;11.2;15.2;7.3
FRM00007222;NANTES BOUGUENAIS, FR;2003-11;0.0;241.5;108.0;10.3;13.6;7.0
FRM00007222;NANTES BOUGUENAIS, FR;2003-12;0.0;361.3;80.0;6.7;9.7;3.7
FRM00007222;NANTES BOUGUENAIS, FR;2004-01;0.0;356.2;144.2;6.8;10.1;3.6
FRM00007222;NANTES BOUGUENAIS, FR;2004-02;0.0;352.7;24.4;6.2;10.3;2.0
FRM00007222;NANTES BOUGUENAIS, FR;2004-03;0.0;337.3;54.8;7.4;11.9;3.1
FRM00007222;NANTES BOUGUENAIS, FR;2004-04;0.0;226.5;57.0;10.8;15.5;6.0
FRM00007222;NANTES BOUGUENAIS, FR;2004-05;6.6;133.7;48.0;14.2;19.4;9.0
FRM00007222;NANTES BOUGUENAIS, FR;2004-06;37.1;25.8;9.2;18.7;24.5;12.9
FRM00007222;NANTES BOUGUENAIS, FR;2004-07;34.9;26.1;48.8;18.6;24.2;13.0
FRM00007222;NANTES BOUGUENAIS, FR;2004-08;62.3;13.1;64.2;19.9;24.7;15.1
FRM00007222;NANTES BOUGUENAIS, FR;2004-09;49.5;55.4;17.0;18.1;23.5;12.8
FRM00007222;NANTES BOUGUENAIS, FR;2004-10;0.0;151.2;134.8;13.4;17.3;9.6
FRM00007222;NANTES BOUGUENAIS, FR;2004-11;0.0;272.6;27.2;9.3;12.5;6.0
FRM00007222;NANTES BOUGUENAIS, FR;2004-12;;;43.4;5.5;8.9;2.1
FRM00007222;NANTES BOUGUENAIS, FR;2005-01;0.0;347.2;50.8;7.1;10.2;4.1
FRM00007222;NANTES BOUGUENAIS, FR;2005-02;0.0;384.5;19.0;4.6;8.0;1.2
FRM00007222;NANTES BOUGUENAIS, FR;2005-03;0.0;291.9;41.4;8.9;13.5;4.3
FRM00007222;NANTES BOUGUENAIS, FR;2005-04;2.3;225.0;64.6;10.9;15.5;6.3
FRM00007222;NANTES BOUGUENAIS, FR;2005-05;5.1;142.2;38.2;13.9;18.8;9.0
FRM00007222;NANTES BOUGUENAIS, FR;2005-06;76.6;26.4;35.4;20.0;25.5;14.5
FRM00007222;NANTES BOUGUENAIS, FR;2005-07;77.2;15.1;29.4;20.3;25.9;14.8
FRM00007222;NANTES BOUGUENAIS, FR;2005-08;50.1;12.0;28.2;19.6;25.9;13.3
FRM00007222;NANTES BOUGUENAIS, FR;2005-09;24.0;40.0;18.8;17.8;23.4;12.2
FRM00007222;NANTES BOUGUENAIS, FR;2005-10;3.7;66.5;108.0;16.3;20.4;12.2
FRM00007222;NANTES BOUGUENAIS, FR;2005-11;0.0;311.2;69.2;8.0;11.4;4.6
FRM00007222;NANTES BOUGUENAIS, FR;2005-12;0.0;427.5;55.0;4.5;7.9;1.2
FRM00007222;NANTES BOUGUENAIS, FR;2006-01;0.0;403.2;25.4;4.4;7.3;1.6
FRM00007222;NANTES BOUGUENAIS, FR;2006-02;0.0;396.0;59.0;4.2;7.5;0.9
FRM00007222;NANTES BOUGUENAIS, FR;2006-03;0.0;317.8;112.2;8.1;11.6;4.6
FRM00007222;NANTES BOUGUENAIS, FR;2006-04;0.0;214.1;26.6;11.2;15.8;6.6
FRM00007222;NANTES BOUGUENAIS, FR;2006-05;0.3;131.9;92.4;14.1;18.6;9.6
FRM00007222;NANTES BOUGUENAIS, FR;2006-06;47.0;21.0;8.8;19.2;25.0;13.4
FRM00007222;NANTES BOUGUENAIS, FR;2006-07;147.9;0.0;61.4;23.1;29.1;17.2
FRM00007222;NANTES BOUGUENAIS, FR;2006-08;15.2;26.5;69.6;18.0;23.2;12.8
FRM00007222;NANTES BOUGUENAIS, FR;2006-09;42.8;21.5;113.8;19.0;24.0;14.1
FRM00007222;NANTES BOUGUENAIS, FR;2006-10;0.3;84.9;127.4;15.6;19.3;11.9
FRM00007222;NANTES BOUGUENAIS, FR;2006-11;0.0;233.0;108.2;10.6;14.5;6.6
FRM00007222;NANTES BOUGUENAIS, FR;2006-12;0.0;377.0;131.6;6.2;9.5;2.8
FRM00007222;NANTES BOUGUENAIS, FR;2007-01;0.0;308.1;59.6;8.4;11.1;5.7
FRM00007222;NANTES BOUGUENAIS, FR;2007-02;0.0;250.9;115.4;9.4;12.5;6.3
FRM00007222;NANTES BOUGUENAIS, FR;2007-03;0.0;299.3;122.8;8.7;13.2;4.2
FRM00007222;NANTES BOUGUENAIS, FR;2007-04;0.5;107.6;47.4;14.8;20.5;9.0
FRM00007222;NANTES BOUGUENAIS, FR;2007-05;2.5;110.8;127.2;14.8;18.6;11.1
FRM00007222;NANTES BOUGUENAIS, FR;2007-06;13.6;40.8;86.2;17.4;21.9;12.9
FRM00007222;NANTES BOUGUENAIS, FR;2007-07;10.3;36.5;67.2;17.5;21.5;13.5
FRM00007222;NANTES BOUGUENAIS, FR;2007-08;18.0;35.7;73.8;17.8;22.4;13.1
FRM00007222;NANTES BOUGUENAIS, FR;2007-09;1.5;89.2;15.4;15.4;21.2;9.6
FRM00007222;NANTES BOUGUENAIS, FR;2007-10;1.4;176.4;18.4;12.7;16.9;8.4
FRM00007222;NANTES BOUGUENAIS, FR;2007-11;0.0;310.0;44.6;8.0;12.2;3.8
FRM00007222;NANTES BOUGUENAIS, FR;2007-12;0.0;391.1;66.8;5.7;9.4;2.0
FRM00007222;NANTES BOUGUENAIS, FR;2008-01;0.0;327.5;120.8;7.8;11.1;4.4
FRM00007222;NANTES BOUGUENAIS, FR;2008-02;0.0;286.6;63.2;8.4;13.0;3.9
FRM00007222;NANTES BOUGUENAIS, FR;2008-03;0.0;304.9;84.8;8.5;12.1;4.9
FRM00007222;NANTES BOUGUENAIS, FR;2008-04;0.0;234.3;89.4;10.5;15.0;6.0
FRM00007222;NANTES BOUGUENAIS, FR;2008-05;7.8;74.4;93.6;16.2;21.2;11.2
FRM00007222;NANTES BOUGUENAIS, FR;2008-06;14.9;51.1;43.2;17.1;22.3;11.9
FRM00007222;NANTES BOUGUENAIS, FR;2008-07;24.9;28.1;74.8;18.2;23.4;13.1
FRM00007222;NANTES BOUGUENAIS, FR;2008-08;20.0;27.7;60.4;18.1;22.3;13.9
FRM00007222;NANTES BOUGUENAIS, FR;2008-09;3.0;106.3;70.0;14.9;19.8;10.0
FRM00007222;NANTES BOUGUENAIS, FR;2008-10;0.1;200.8;79.0;11.9;16.3;7.4
FRM00007222;NANTES BOUGUENAIS, FR;2008-11;0.0;279.6;56.8;9.0;11.8;6.2
FRM00007222;NANTES BOUGUENAIS, FR;2008-12;0.0;407.6;53.2;5.2;8.3;2.0
FRM00007222;NANTES BOUGUENAIS, FR;2009-01;0.0;442.1;102.6;4.1;7.5;0.7
FRM00007222;NANTES BOUGUENAIS, FR;2009-02;0.0;347.8;26.0;5.9;10.3;1.5
FRM00007222;NANTES BOUGUENAIS, FR;2009-03;0.0;300.7;35.8;8.6;14.0;3.3
FRM00007222;NANTES BOUGUENAIS, FR;2009-04;0.0;214.6;104.2;11.2;16.1;6.3
FRM00007222;NANTES BOUGUENAIS, FR;2009-05;5.2;107.3;80.2;15.0;20.3;9.8
FRM00007222;NANTES BOUGUENAIS, FR;2009-06;37.0;37.9;40.0;18.3;24.1;12.5
FRM00007222;NANTES BOUGUENAIS, FR;2009-07;24.8;24.7;52.0;18.3;24.0;12.6
FRM00007222;NANTES BOUGUENAIS, FR;2009-08;58.7;11.9;18.2;19.9;26.4;13.4
FRM00007222;NANTES BOUGUENAIS, FR;2009-09;14.8;30.7;44.1;17.8;23.4;12.2
FRM00007222;NANTES BOUGUENAIS, FR;2009-10;4.4;143.7;65.4;13.8;18.6;9.1
FRM00007222;NANTES BOUGUENAIS, FR;2009-11;0.0;217.6;180.8;11.1;14.1;8.0
FRM00007222;NANTES BOUGUENAIS, FR;2009-12;0.0;378.1;173.4;5.4;8.8;2.1
FRM00007222;NANTES BOUGUENAIS, FR;2010-01;0.0;440.0;57.2;3.1;6.5;-0.3
FRM00007222;NANTES BOUGUENAIS, FR;2010-02;0.0;362.3;72.8;5.4;9.2;1.6
FRM00007222;NANTES BOUGUENAIS, FR;2010-03;0.0;322.3;53.6;7.9;12.3;3.6
FRM00007222;NANTES BOUGUENAIS, FR;2010-04;0.0;184.3;17.0;12.2;17.8;6.6
FRM00007222;NANTES BOUGUENAIS, FR;2010-05;11.3;153.4;39.2;13.8;18.6;8.9
FRM00007222;NANTES BOUGUENAIS, FR;2010-06;41.1;31.1;77.6;18.7;24.1;13.2
FRM00007222;NANTES BOUGUENAIS, FR;2010-07;68.1;2.1;19.6;20.5;26.5;14.4
FRM00007222;NANTES BOUGUENAIS, FR;2010-08;29.8;23.5;29.6;18.5;24.0;13.1
FRM00007222;NANTES BOUGUENAIS, FR;2010-09;15.9;74.9;41.1;16.4;22.6;10.1
FRM00007222;NANTES BOUGUENAIS, FR;2010-10;7.0;179.8;93.1;12.8;17.0;8.5
FRM00007222;NANTES BOUGUENAIS, FR;2010-11;0.0;308.3;137.4;8.1;11.3;4.8
FRM00007222;NANTES BOUGUENAIS, FR;2010-12;0.0;488.6;95.8;2.6;5.8;-0.7
FRM00007222;NANTES BOUGUENAIS, FR;2011-01;0.0;391.3;71.7;5.7;8.6;2.9
FRM00007222;NANTES BOUGUENAIS, FR;2011-02;0.0;278.1;47.5;8.4;11.9;4.9
FRM00007222;NANTES BOUGUENAIS, FR;2011-03;0.0;263.7;19.3;9.8;14.4;5.2
FRM00007222;NANTES BOUGUENAIS, FR;2011-04;0.0;108.7;8.0;14.7;20.8;8.6
FRM00007222;NANTES BOUGUENAIS, FR;2011-05;0.3;81.8;11.9;15.7;21.7;9.7
FRM00007222;NANTES BOUGUENAIS, FR;2011-06;28.2;59.0;41.5;17.3;22.3;12.3
FRM00007222;NANTES BOUGUENAIS, FR;2011-07;19.5;33.1;73.9;17.9;22.9;12.8
FRM00007222;NANTES BOUGUENAIS, FR;2011-08;29.2;22.0;116.7;18.6;23.4;13.9
FRM00007222;NANTES BOUGUENAIS, FR;2011-09;26.8;41.4;50.1;17.9;22.9;12.8
FRM00007222;NANTES BOUGUENAIS, FR;2011-10;6.7;131.3;20.2;14.3;19.1;9.6
FRM00007222;NANTES BOUGUENAIS, FR;2011-11;0.0;177.3;33.0;12.4;15.9;9.0
FRM00007222;NANTES BOUGUENAIS, FR;2011-12;0.0;297.9;157.4;8.7;12.0;5.5
FRM00007222;NANTES BOUGUENAIS, FR;2012-01;0.0;344.7;37.2;7.2;9.9;4.5
FRM00007222;NANTES BOUGUENAIS, FR;2012-02;0.0;433.4;14.9;3.4;7.6;-0.8
FRM00007222;NANTES BOUGUENAIS, FR;2012-03;0.0;234.3;20.2;10.8;16.3;5.3
FRM00007222;NANTES BOUGUENAIS, FR;2012-04;0.0;256.9;105.5;9.8;14.3;5.3
FRM00007222;NANTES BOUGUENAIS, FR;2012-05;11.6;101.6;48.0;15.1;20.3;10.0
FRM00007222;NANTES BOUGUENAIS, FR;2012-06;18.2;57.3;66.2;17.0;21.3;12.8
FRM00007222;NANTES BOUGUENAIS, FR;2012-07;27.5;38.2;61.2;18.0;23.1;12.9
FRM00007222;NANTES BOUGUENAIS, FR;2012-08;66.0;9.2;18.0;20.2;26.1;14.3
FRM00007222;NANTES BOUGUENAIS, FR;2012-09;13.4;70.0;34.5;16.4;22.2;10.7
FRM00007222;NANTES BOUGUENAIS, FR;2012-10;1.8;152.0;222.4;13.5;16.7;10.3
FRM00007222;NANTES BOUGUENAIS, FR;2012-11;0.0;277.4;55.3;9.1;12.8;5.4
FRM00007222;NANTES BOUGUENAIS, FR;2012-12;0.0;314.1;164.4;8.2;11.5;4.9
FRM00007222;NANTES BOUGUENAIS, FR;2013-01;0.0;368.0;99.8;5.7;8.4;3.1
FRM00007222;NANTES BOUGUENAIS, FR;2013-02;0.0;368.1;65.8;5.2;8.6;1.8
FRM00007222;NANTES BOUGUENAIS, FR;2013-03;0.0;319.2;78.6;7.3;11.1;3.5
FRM00007222;NANTES BOUGUENAIS, FR;2013-04;0.0;246.0;46.1;10.1;14.8;5.5
FRM00007222;NANTES BOUGUENAIS, FR;2013-05;0.0;184.3;72.8;12.4;16.8;7.9
FRM00007222;NANTES BOUGUENAIS, FR;2013-06;10.2;62.1;33.9;16.6;21.5;11.7
FRM00007222;NANTES BOUGUENAIS, FR;2013-07;127.4;3.8;52.4;22.3;27.9;16.7
FRM00007222;NANTES BOUGUENAIS, FR;2013-08;41.4;2.0;14.2;19.6;25.9;13.4
FRM00007222;NANTES BOUGUENAIS, FR;2013-09;24.7;43.2;48.5;17.7;23.3;12.1
FRM00007222;NANTES BOUGUENAIS, FR;2013-10;5.3;99.9;125.2;15.3;19.3;11.2
FRM00007222;NANTES BOUGUENAIS, FR;2013-11;0.0;285.1;116.1;8.8;11.9;5.8
FRM00007222;NANTES BOUGUENAIS, FR;2013-12;0.0;332.2;131.0;7.0;11.3;2.7
FRM00007222;NANTES BOUGUENAIS, FR;2014-01;0.0;310.4;152.5;8.3;11.6;5.1
FRM00007222;NANTES BOUGUENAIS, FR;2014-02;0.0;277.3;140.1;8.4;11.8;5.1
FRM00007222;NANTES BOUGUENAIS, FR;2014-03;0.0;267.8;57.2;9.7;15.1;4.3
FRM00007222;NANTES BOUGUENAIS, FR;2014-04;0.0;179.8;57.2;12.3;17.2;7.4
FRM00007222;NANTES BOUGUENAIS, FR;2014-05;0.0;137.8;53.3;13.9;18.6;9.1
FRM00007222;NANTES BOUGUENAIS, FR;2014-06;31.8;28.6;37.2;18.4;24.1;12.8
FRM00007222;NANTES BOUGUENAIS, FR;2014-07;73.2;7.5;41.5;20.4;26.3;14.6
FRM00007222;NANTES BOUGUENAIS, FR;2014-08;18.6;37.6;105.2;17.7;22.7;12.7
FRM00007222;NANTES BOUGUENAIS, FR;2014-09;44.6;17.4;3.0;19.2;25.3;13.1
FRM00007222;NANTES BOUGUENAIS, FR;2014-10;2.1;91.6;75.4;15.4;20.5;10.4
FRM00007222;NANTES BOUGUENAIS, FR;2014-11;0.0;204.4;133.4;11.5;15.0;8.0
FRM00007222;NANTES BOUGUENAIS, FR;2014-12;0.0;348.0;55.3;7.1;10.3;3.9
FRM00007222;NANTES BOUGUENAIS, FR;2015-01;0.0;367.5;106.6;6.5;9.8;3.1
FRM00007222;NANTES BOUGUENAIS, FR;2015-02;0.0;359.9;76.8;5.5;9.6;1.4
FRM00007222;NANTES BOUGUENAIS, FR;2015-03;0.0;285.4;37.8;9.1;13.4;4.8
FRM00007222;NANTES BOUGUENAIS, FR;2015-04;1.6;155.1;59.1;13.2;18.4;8.0
FRM00007222;NANTES BOUGUENAIS, FR;2015-05;0.0;129.9;90.8;14.1;19.0;9.3
FRM00007222;NANTES BOUGUENAIS, FR;2015-06;29.0;29.2;30.1;18.3;24.3;12.3
FRM00007222;NANTES BOUGUENAIS, FR;2015-07;63.9;14.0;39.5;19.9;25.5;14.4
FRM00007222;NANTES BOUGUENAIS, FR;2015-08;54.0;10.8;87.6;19.8;25.7;13.9
FRM00007222;NANTES BOUGUENAIS, FR;2015-09;1.0;83.9;80.2;15.6;20.5;10.6
FRM00007222;NANTES BOUGUENAIS, FR;2015-10;0.0;178.1;56.0;12.6;16.9;8.3
FRM00007222;NANTES BOUGUENAIS, FR;2015-11;0.0;173.5;60.5;12.6;15.7;9.4
FRM00007222;NANTES BOUGUENAIS, FR;2015-12;0.0;250.7;46.5;10.3;13.4;7.1
FRM00007222;NANTES BOUGUENAIS, FR;2016-01;0.0;327.4;155.7;7.8;10.8;4.8
FRM00007222;NANTES BOUGUENAIS, FR;2016-02;0.0;310.8;103.8;7.6;11.0;4.2
FRM00007222;NANTES BOUGUENAIS, FR;2016-03;0.0;319.8;84.0;8.0;12.1;3.9
FRM00007222;NANTES BOUGUENAIS, FR;2016-04;0.0;249.8;35.4;10.0;15.5;4.6
FRM00007222;NANTES BOUGUENAIS, FR;2016-05;0.2;119.2;102.1;14.5;19.6;9.4
FRM00007222;NANTES BOUGUENAIS, FR;2016-06;16.2;43.6;53.1;17.4;21.5;13.3
FRM00007222;NANTES BOUGUENAIS, FR;2016-07;57.8;17.1;5.8;19.6;25.2;14.1
FRM00007222;NANTES BOUGUENAIS, FR;2016-08;88.6;7.3;11.6;21.0;27.6;14.4
FRM00007222;NANTES BOUGUENAIS, FR;2016-09;41.9;21.0;36.7;19.0;24.6;13.4
FRM00007222;NANTES BOUGUENAIS, FR;2016-10;0.0;194.1;43.4;12.1;16.8;7.3
FRM00007222;NANTES BOUGUENAIS, FR;2016-11;0.0;273.6;85.6;9.2;12.9;5.5
FRM00007222;NANTES BOUGUENAIS, FR;2016-12;0.0;365.3;22.1;6.6;10.0;3.1
FRM00007222;NANTES BOUGUENAIS, FR;2017-01;0.0;410.3;40.2;4.2;8.0;0.4
FRM00007222;NANTES BOUGUENAIS, FR;2017-02;0.0;279.2;66.6;8.4;12.3;4.5
FRM00007222;NANTES BOUGUENAIS, FR;2017-03;0.0;228.1;69.1;11.0;15.3;6.7
FRM00007222;NANTES BOUGUENAIS, FR;2017-04;0.0;217.5;13.0;11.1;17.1;5.1
FRM00007222;NANTES BOUGUENAIS, FR;2017-05;31.1;84.5;74.8;16.6;22.2;11.0
FRM00007222;NANTES BOUGUENAIS, FR;2017-06;59.9;21.6;38.8;19.6;25.5;13.7
FRM00007222;NANTES BOUGUENAIS, FR;2017-07;72.9;6.0;54.7;20.5;25.9;15.1
FRM00007222;NANTES BOUGUENAIS, FR;2017-08;55.5;16.7;42.4;19.8;25.5;14.0
FRM00007222;NANTES BOUGUENAIS, FR;2017-09;4.1;82.8;71.2;15.7;20.7;10.7
FRM00007222;NANTES BOUGUENAIS, FR;2017-10;0.2;104.9;36.1;15.0;19.1;10.8
FRM00007222;NANTES BOUGUENAIS, FR;2017-11;0.0;287.4;41.4;8.8;13.1;4.4
FRM00007222;NANTES BOUGUENAIS, FR;2017-12;0.0;345.5;115.0;7.2;10.8;3.6
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
